,Year,Course_ID,Course_Duration,Course_Resources,Course_Ress_Digit,Course_Ress_inClass,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
317,2013,318,16,6,1,5,0,1,0,4,1,0
1333,2014,318,16,6,1,5,0,1,0,4,1,0
2349,2015,318,16,6,1,5,0,1,0,4,1,0
3365,2016,318,16,6,1,5,0,1,0,4,1,0
4381,2017,318,16,6,1,5,0,1,0,4,1,0
5397,2018,318,16,6,2,4,1,1,0,3,1,0
6413,2019,318,16,6,2,4,1,1,0,3,1,0
7429,2020,318,16,6,2,4,1,1,0,3,1,0
318,2013,319,15,8,1,7,0,1,0,5,1,1
1334,2014,319,15,8,1,7,0,1,0,5,1,1
2350,2015,319,15,8,1,7,0,1,0,5,1,1
3366,2016,319,15,8,1,7,0,1,0,5,1,1
4382,2017,319,15,8,1,7,0,1,0,5,1,1
5398,2018,319,15,8,1,7,0,1,0,5,1,1
6414,2019,319,15,8,2,6,0,2,0,5,0,1
7430,2020,319,15,8,2,6,0,2,0,5,0,1
319,2013,320,39,35,5,30,1,3,1,20,9,1
1335,2014,320,39,35,6,29,2,3,1,19,9,1
2351,2015,320,39,35,7,28,3,3,1,18,9,1
3367,2016,320,39,35,7,28,3,3,1,18,9,1
4383,2017,320,39,35,9,26,4,4,1,17,8,1
5399,2018,320,39,35,11,24,5,5,1,16,7,1
6415,2019,320,39,35,11,24,5,5,1,16,7,1
7431,2020,320,39,35,14,21,6,7,1,15,5,1
320,2013,321,30,24,3,21,1,1,1,14,7,0
1336,2014,321,30,24,3,21,1,1,1,14,7,0
2352,2015,321,30,24,4,20,2,1,1,13,7,0
3368,2016,321,30,24,5,19,3,1,1,12,7,0
4384,2017,321,30,24,6,18,3,2,1,12,6,0
5400,2018,321,30,24,8,16,4,3,1,11,5,0
6416,2019,321,30,24,8,16,4,3,1,11,5,0
7432,2020,321,30,24,9,15,4,4,1,11,4,0
321,2013,322,38,15,2,13,2,0,0,9,3,1
1337,2014,322,38,15,3,12,2,1,0,9,2,1
2353,2015,322,38,15,3,12,2,1,0,9,2,1
3369,2016,322,38,15,3,12,2,1,0,9,2,1
4385,2017,322,38,15,3,12,2,1,0,9,2,1
5401,2018,322,38,15,3,12,2,1,0,9,2,1
6417,2019,322,38,15,3,12,2,1,0,9,2,1
7433,2020,322,38,15,4,11,2,2,0,9,1,1
322,2013,323,6,5,1,4,0,1,0,3,1,0
1338,2014,323,6,5,1,4,0,1,0,3,1,0
2354,2015,323,6,5,1,4,0,1,0,3,1,0
3370,2016,323,6,5,1,4,0,1,0,3,1,0
4386,2017,323,6,5,2,3,1,1,0,2,1,0
5402,2018,323,6,5,2,3,1,1,0,2,1,0
6418,2019,323,6,5,2,3,1,1,0,2,1,0
7434,2020,323,6,5,3,2,2,1,0,1,1,0
323,2013,324,30,21,4,17,1,2,1,11,5,1
1339,2014,324,30,21,5,16,1,3,1,11,4,1
2355,2015,324,30,21,6,15,2,3,1,10,4,1
3371,2016,324,30,21,8,13,2,5,1,10,2,1
4387,2017,324,30,21,8,13,2,5,1,10,2,1
5403,2018,324,30,21,11,10,3,7,1,9,0,1
6419,2019,324,30,21,13,8,4,7,2,8,0,0
7435,2020,324,30,21,15,6,6,7,2,6,0,0
324,2013,325,15,15,2,13,1,1,0,9,4,0
1340,2014,325,15,15,2,13,1,1,0,9,4,0
2356,2015,325,15,15,2,13,1,1,0,9,4,0
3372,2016,325,15,15,3,12,2,1,0,8,4,0
4388,2017,325,15,15,3,12,2,1,0,8,4,0
5404,2018,325,15,15,4,11,2,2,0,8,3,0
6420,2019,325,15,15,5,10,3,2,0,7,3,0
7436,2020,325,15,15,6,9,3,3,0,7,2,0
325,2013,326,41,34,2,32,1,1,0,20,10,2
1341,2014,326,41,34,3,31,2,1,0,19,10,2
2357,2015,326,41,34,3,31,2,1,0,19,10,2
3373,2016,326,41,34,4,30,3,1,0,18,10,2
4389,2017,326,41,34,4,30,3,1,0,18,10,2
5405,2018,326,41,34,4,30,3,1,0,18,10,2
6421,2019,326,41,34,5,29,4,1,0,17,10,2
7437,2020,326,41,34,6,28,4,2,0,17,9,2
326,2013,327,9,3,1,2,0,1,0,1,1,0
1342,2014,327,9,3,1,2,0,1,0,1,1,0
2358,2015,327,9,3,1,2,0,1,0,1,1,0
3374,2016,327,9,3,2,1,1,1,0,0,1,0
4390,2017,327,9,3,2,1,1,1,0,0,1,0
5406,2018,327,9,3,2,1,1,1,0,0,1,0
6422,2019,327,9,3,3,0,1,2,0,0,0,0
7438,2020,327,9,3,3,0,1,2,0,0,0,0
327,2013,328,23,18,3,15,2,1,0,9,5,1
1343,2014,328,23,18,3,15,2,1,0,9,5,1
2359,2015,328,23,18,3,15,2,1,0,9,5,1
3375,2016,328,23,18,3,15,2,1,0,9,5,1
4391,2017,328,23,18,3,15,2,1,0,9,5,1
5407,2018,328,23,18,4,14,3,1,0,8,5,1
6423,2019,328,23,18,4,14,3,1,0,8,5,1
7439,2020,328,23,18,5,13,3,2,0,8,4,1
328,2013,329,21,7,1,6,0,1,0,4,1,1
1344,2014,329,21,7,1,6,0,1,0,4,1,1
2360,2015,329,21,7,1,6,0,1,0,4,1,1
3376,2016,329,21,7,1,6,0,1,0,4,1,1
4392,2017,329,21,7,1,6,0,1,0,4,1,1
5408,2018,329,21,7,1,6,0,1,0,4,1,1
6424,2019,329,21,7,2,5,1,1,0,3,1,1
7440,2020,329,21,7,2,5,1,1,0,3,1,1
329,2013,330,7,3,1,2,1,0,0,2,0,0
1345,2014,330,7,3,1,2,1,0,0,2,0,0
2361,2015,330,7,3,1,2,1,0,0,2,0,0
3377,2016,330,7,3,1,2,1,0,0,2,0,0
4393,2017,330,7,3,1,2,1,0,0,2,0,0
5409,2018,330,7,3,1,2,1,0,0,2,0,0
6425,2019,330,7,3,2,1,2,0,0,1,0,0
7441,2020,330,7,3,2,1,2,0,0,1,0,0
330,2013,331,12,7,1,6,1,0,0,4,1,1
1346,2014,331,12,7,1,6,1,0,0,4,1,1
2362,2015,331,12,7,1,6,1,0,0,4,1,1
3378,2016,331,12,7,1,6,1,0,0,4,1,1
4394,2017,331,12,7,1,6,1,0,0,4,1,1
5410,2018,331,12,7,1,6,1,0,0,4,1,1
6426,2019,331,12,7,1,6,1,0,0,4,1,1
7442,2020,331,12,7,1,6,1,0,0,4,1,1
331,2013,332,23,17,3,14,1,2,0,9,5,0
1347,2014,332,23,17,3,14,1,2,0,9,5,0
2363,2015,332,23,17,4,13,1,3,0,9,4,0
3379,2016,332,23,17,5,12,2,3,0,8,4,0
4395,2017,332,23,17,5,12,2,3,0,8,4,0
5411,2018,332,23,17,5,12,2,3,0,8,4,0
6427,2019,332,23,17,6,11,2,4,0,8,3,0
7443,2020,332,23,17,7,10,3,4,0,7,3,0
332,2013,333,34,12,3,9,1,1,1,5,3,1
1348,2014,333,34,12,3,9,1,1,1,5,3,1
2364,2015,333,34,12,4,8,2,1,1,4,3,1
3380,2016,333,34,12,4,8,2,1,1,4,3,1
4396,2017,333,34,12,5,7,3,1,1,3,3,1
5412,2018,333,34,12,6,6,4,1,1,2,3,1
6428,2019,333,34,12,7,5,5,1,1,1,3,1
7444,2020,333,34,12,8,4,6,1,1,0,3,1
333,2013,334,14,10,4,6,1,2,1,3,2,1
1349,2014,334,14,10,4,6,1,2,1,3,2,1
2365,2015,334,14,10,5,5,2,2,1,2,2,1
3381,2016,334,14,10,6,4,2,3,1,2,1,1
4397,2017,334,14,10,7,3,3,3,1,1,1,1
5413,2018,334,14,10,9,1,4,4,1,0,0,1
6429,2019,334,14,10,9,1,4,4,1,0,0,1
7445,2020,334,14,10,9,1,4,4,1,0,0,1
334,2013,335,11,11,1,10,0,1,0,7,2,1
1350,2014,335,11,11,1,10,0,1,0,7,2,1
2366,2015,335,11,11,1,10,0,1,0,7,2,1
3382,2016,335,11,11,1,10,0,1,0,7,2,1
4398,2017,335,11,11,1,10,0,1,0,7,2,1
5414,2018,335,11,11,1,10,0,1,0,7,2,1
6430,2019,335,11,11,1,10,0,1,0,7,2,1
7446,2020,335,11,11,2,9,0,2,0,7,1,1
335,2013,336,15,5,1,4,0,1,0,2,2,0
1351,2014,336,15,5,1,4,0,1,0,2,2,0
2367,2015,336,15,5,1,4,0,1,0,2,2,0
3383,2016,336,15,5,2,3,0,2,0,2,1,0
4399,2017,336,15,5,2,3,0,2,0,2,1,0
5415,2018,336,15,5,2,3,0,2,0,2,1,0
6431,2019,336,15,5,2,3,0,2,0,2,1,0
7447,2020,336,15,5,3,2,1,2,0,1,1,0
336,2013,337,19,8,1,7,1,0,0,3,3,1
1352,2014,337,19,8,2,6,2,0,0,2,3,1
2368,2015,337,19,8,2,6,2,0,0,2,3,1
3384,2016,337,19,8,2,6,2,0,0,2,3,1
4400,2017,337,19,8,3,5,2,1,0,2,2,1
5416,2018,337,19,8,3,5,2,1,0,2,2,1
6432,2019,337,19,8,3,5,2,1,0,2,2,1
7448,2020,337,19,8,4,4,3,1,0,1,2,1
337,2013,338,40,11,1,10,0,1,0,6,3,1
1353,2014,338,40,11,1,10,0,1,0,6,3,1
2369,2015,338,40,11,2,9,0,1,1,6,3,0
3385,2016,338,40,11,2,9,0,1,1,6,3,0
4401,2017,338,40,11,2,9,0,1,1,6,3,0
5417,2018,338,40,11,3,8,1,1,1,5,3,0
6433,2019,338,40,11,3,8,1,1,1,5,3,0
7449,2020,338,40,11,4,7,2,1,1,4,3,0
338,2013,339,14,10,2,8,2,0,0,5,2,1
1354,2014,339,14,10,2,8,2,0,0,5,2,1
2370,2015,339,14,10,2,8,2,0,0,5,2,1
3386,2016,339,14,10,3,7,2,1,0,5,1,1
4402,2017,339,14,10,3,7,2,1,0,5,1,1
5418,2018,339,14,10,3,7,2,1,0,5,1,1
6434,2019,339,14,10,4,6,3,1,0,4,1,1
7450,2020,339,14,10,6,4,5,1,0,2,1,1
339,2013,340,14,5,1,4,0,1,0,2,2,0
1355,2014,340,14,5,1,4,0,1,0,2,2,0
2371,2015,340,14,5,2,3,1,1,0,1,2,0
3387,2016,340,14,5,2,3,1,1,0,1,2,0
4403,2017,340,14,5,2,3,1,1,0,1,2,0
5419,2018,340,14,5,2,3,1,1,0,1,2,0
6435,2019,340,14,5,2,3,1,1,0,1,2,0
7451,2020,340,14,5,2,3,1,1,0,1,2,0
340,2013,341,20,18,1,17,0,1,0,10,6,1
1356,2014,341,20,18,1,17,0,1,0,10,6,1
2372,2015,341,20,18,1,17,0,1,0,10,6,1
3388,2016,341,20,18,1,17,0,1,0,10,6,1
4404,2017,341,20,18,1,17,0,1,0,10,6,1
5420,2018,341,20,18,1,17,0,1,0,10,6,1
6436,2019,341,20,18,2,16,0,1,1,10,6,0
7452,2020,341,20,18,2,16,0,1,1,10,6,0
341,2013,342,10,9,1,8,0,1,0,4,3,1
1357,2014,342,10,9,1,8,0,1,0,4,3,1
2373,2015,342,10,9,2,7,0,2,0,4,2,1
3389,2016,342,10,9,2,7,0,2,0,4,2,1
4405,2017,342,10,9,2,7,0,2,0,4,2,1
5421,2018,342,10,9,3,6,0,3,0,4,1,1
6437,2019,342,10,9,3,6,0,3,0,4,1,1
7453,2020,342,10,9,3,6,0,3,0,4,1,1
342,2013,343,24,23,5,18,2,2,1,11,6,1
1358,2014,343,24,23,6,17,3,2,1,10,6,1
2374,2015,343,24,23,8,15,3,4,1,10,4,1
3390,2016,343,24,23,9,14,4,4,1,9,4,1
4406,2017,343,24,23,9,14,4,4,1,9,4,1
5422,2018,343,24,23,9,14,4,4,1,9,4,1
6438,2019,343,24,23,10,13,4,5,1,9,3,1
7454,2020,343,24,23,12,11,4,7,1,9,1,1
343,2013,344,27,19,1,18,1,0,0,12,6,0
1359,2014,344,27,19,1,18,1,0,0,12,6,0
2375,2015,344,27,19,1,18,1,0,0,12,6,0
3391,2016,344,27,19,1,18,1,0,0,12,6,0
4407,2017,344,27,19,1,18,1,0,0,12,6,0
5423,2018,344,27,19,1,18,1,0,0,12,6,0
6439,2019,344,27,19,1,18,1,0,0,12,6,0
7455,2020,344,27,19,1,18,1,0,0,12,6,0
344,2013,345,43,33,5,28,2,2,1,19,9,0
1360,2014,345,43,33,7,26,4,2,1,17,9,0
2376,2015,345,43,33,9,24,4,4,1,17,7,0
3392,2016,345,43,33,9,24,4,4,1,17,7,0
4408,2017,345,43,33,12,21,6,5,1,15,6,0
5424,2018,345,43,33,13,20,6,6,1,15,5,0
6440,2019,345,43,33,16,17,6,9,1,15,2,0
7456,2020,345,43,33,21,12,9,11,1,12,0,0
345,2013,346,10,6,1,5,0,1,0,2,2,1
1361,2014,346,10,6,1,5,0,1,0,2,2,1
2377,2015,346,10,6,1,5,0,1,0,2,2,1
3393,2016,346,10,6,1,5,0,1,0,2,2,1
4409,2017,346,10,6,1,5,0,1,0,2,2,1
5425,2018,346,10,6,1,5,0,1,0,2,2,1
6441,2019,346,10,6,1,5,0,1,0,2,2,1
7457,2020,346,10,6,1,5,0,1,0,2,2,1
346,2013,347,10,7,1,6,1,0,0,4,2,0
1362,2014,347,10,7,2,5,1,1,0,4,1,0
2378,2015,347,10,7,2,5,1,1,0,4,1,0
3394,2016,347,10,7,2,5,1,1,0,4,1,0
4410,2017,347,10,7,2,5,1,1,0,4,1,0
5426,2018,347,10,7,2,5,1,1,0,4,1,0
6442,2019,347,10,7,2,5,1,1,0,4,1,0
7458,2020,347,10,7,2,5,1,1,0,4,1,0
347,2013,348,32,15,1,14,1,0,0,9,5,0
1363,2014,348,32,15,1,14,1,0,0,9,5,0
2379,2015,348,32,15,1,14,1,0,0,9,5,0
3395,2016,348,32,15,1,14,1,0,0,9,5,0
4411,2017,348,32,15,1,14,1,0,0,9,5,0
5427,2018,348,32,15,1,14,1,0,0,9,5,0
6443,2019,348,32,15,2,13,2,0,0,8,5,0
7459,2020,348,32,15,2,13,2,0,0,8,5,0
348,2013,349,55,37,0,37,0,0,0,25,10,2
1364,2014,349,55,37,3,34,3,0,0,22,10,2
2380,2015,349,55,37,3,34,3,0,0,22,10,2
3396,2016,349,55,37,3,34,3,0,0,22,10,2
4412,2017,349,55,37,4,33,3,1,0,22,9,2
5428,2018,349,55,37,5,32,3,2,0,22,8,2
6444,2019,349,55,37,5,32,3,2,0,22,8,2
7460,2020,349,55,37,7,30,5,2,0,20,8,2
349,2013,350,15,10,1,9,0,1,0,6,2,1
1365,2014,350,15,10,1,9,0,1,0,6,2,1
2381,2015,350,15,10,1,9,0,1,0,6,2,1
3397,2016,350,15,10,1,9,0,1,0,6,2,1
4413,2017,350,15,10,1,9,0,1,0,6,2,1
5429,2018,350,15,10,1,9,0,1,0,6,2,1
6445,2019,350,15,10,2,8,0,2,0,6,1,1
7461,2020,350,15,10,2,8,0,2,0,6,1,1
350,2013,351,30,18,3,15,2,1,0,10,4,1
1366,2014,351,30,18,4,14,3,1,0,9,4,1
2382,2015,351,30,18,4,14,3,1,0,9,4,1
3398,2016,351,30,18,5,13,3,2,0,9,3,1
4414,2017,351,30,18,5,13,3,2,0,9,3,1
5430,2018,351,30,18,6,12,4,2,0,8,3,1
6446,2019,351,30,18,6,12,4,2,0,8,3,1
7462,2020,351,30,18,6,12,4,2,0,8,3,1
351,2013,352,13,13,1,12,0,1,0,7,4,1
1367,2014,352,13,13,1,12,0,1,0,7,4,1
2383,2015,352,13,13,1,12,0,1,0,7,4,1
3399,2016,352,13,13,1,12,0,1,0,7,4,1
4415,2017,352,13,13,1,12,0,1,0,7,4,1
5431,2018,352,13,13,1,12,0,1,0,7,4,1
6447,2019,352,13,13,1,12,0,1,0,7,4,1
7463,2020,352,13,13,1,12,0,1,0,7,4,1
352,2013,353,18,7,2,5,2,0,0,2,2,1
1368,2014,353,18,7,2,5,2,0,0,2,2,1
2384,2015,353,18,7,2,5,2,0,0,2,2,1
3400,2016,353,18,7,3,4,2,1,0,2,1,1
4416,2017,353,18,7,3,4,2,1,0,2,1,1
5432,2018,353,18,7,3,4,2,1,0,2,1,1
6448,2019,353,18,7,3,4,2,1,0,2,1,1
7464,2020,353,18,7,4,3,3,1,0,1,1,1
353,2013,354,13,6,1,5,1,0,0,4,1,0
1369,2014,354,13,6,1,5,1,0,0,4,1,0
2385,2015,354,13,6,1,5,1,0,0,4,1,0
3401,2016,354,13,6,1,5,1,0,0,4,1,0
4417,2017,354,13,6,1,5,1,0,0,4,1,0
5433,2018,354,13,6,1,5,1,0,0,4,1,0
6449,2019,354,13,6,1,5,1,0,0,4,1,0
7465,2020,354,13,6,2,4,2,0,0,3,1,0
354,2013,355,9,5,1,4,1,0,0,2,2,0
1370,2014,355,9,5,1,4,1,0,0,2,2,0
2386,2015,355,9,5,1,4,1,0,0,2,2,0
3402,2016,355,9,5,1,4,1,0,0,2,2,0
4418,2017,355,9,5,1,4,1,0,0,2,2,0
5434,2018,355,9,5,1,4,1,0,0,2,2,0
6450,2019,355,9,5,1,4,1,0,0,2,2,0
7466,2020,355,9,5,1,4,1,0,0,2,2,0
355,2013,356,13,5,1,4,0,1,0,1,2,1
1371,2014,356,13,5,1,4,0,1,0,1,2,1
2387,2015,356,13,5,1,4,0,1,0,1,2,1
3403,2016,356,13,5,2,3,1,1,0,0,2,1
4419,2017,356,13,5,2,3,1,1,0,0,2,1
5435,2018,356,13,5,2,3,1,1,0,0,2,1
6451,2019,356,13,5,3,2,1,2,0,0,1,1
7467,2020,356,13,5,3,2,1,2,0,0,1,1
356,2013,357,11,8,2,6,1,1,0,4,2,0
1372,2014,357,11,8,2,6,1,1,0,4,2,0
2388,2015,357,11,8,2,6,1,1,0,4,2,0
3404,2016,357,11,8,3,5,1,2,0,4,1,0
4420,2017,357,11,8,4,4,1,3,0,4,0,0
5436,2018,357,11,8,4,4,1,3,0,4,0,0
6452,2019,357,11,8,4,4,1,3,0,4,0,0
7468,2020,357,11,8,4,4,1,3,0,4,0,0
357,2013,358,10,9,1,8,1,0,0,5,2,1
1373,2014,358,10,9,1,8,1,0,0,5,2,1
2389,2015,358,10,9,1,8,1,0,0,5,2,1
3405,2016,358,10,9,1,8,1,0,0,5,2,1
4421,2017,358,10,9,1,8,1,0,0,5,2,1
5437,2018,358,10,9,1,8,1,0,0,5,2,1
6453,2019,358,10,9,1,8,1,0,0,5,2,1
7469,2020,358,10,9,2,7,2,0,0,4,2,1
358,2013,359,18,9,1,8,0,1,0,4,3,1
1374,2014,359,18,9,1,8,0,1,0,4,3,1
2390,2015,359,18,9,1,8,0,1,0,4,3,1
3406,2016,359,18,9,1,8,0,1,0,4,3,1
4422,2017,359,18,9,1,8,0,1,0,4,3,1
5438,2018,359,18,9,1,8,0,1,0,4,3,1
6454,2019,359,18,9,2,7,1,1,0,3,3,1
7470,2020,359,18,9,2,7,1,1,0,3,3,1
359,2013,360,37,20,1,19,1,0,0,12,6,1
1375,2014,360,37,20,1,19,1,0,0,12,6,1
2391,2015,360,37,20,1,19,1,0,0,12,6,1
3407,2016,360,37,20,1,19,1,0,0,12,6,1
4423,2017,360,37,20,1,19,1,0,0,12,6,1
5439,2018,360,37,20,1,19,1,0,0,12,6,1
6455,2019,360,37,20,1,19,1,0,0,12,6,1
7471,2020,360,37,20,1,19,1,0,0,12,6,1
360,2013,361,5,3,1,2,1,0,0,2,0,0
1376,2014,361,5,3,1,2,1,0,0,2,0,0
2392,2015,361,5,3,1,2,1,0,0,2,0,0
3408,2016,361,5,3,1,2,1,0,0,2,0,0
4424,2017,361,5,3,1,2,1,0,0,2,0,0
5440,2018,361,5,3,1,2,1,0,0,2,0,0
6456,2019,361,5,3,1,2,1,0,0,2,0,0
7472,2020,361,5,3,1,2,1,0,0,2,0,0
361,2013,362,28,17,2,15,1,1,0,9,5,1
1377,2014,362,28,17,2,15,1,1,0,9,5,1
2393,2015,362,28,17,2,15,1,1,0,9,5,1
3409,2016,362,28,17,3,14,2,1,0,8,5,1
4425,2017,362,28,17,3,14,2,1,0,8,5,1
5441,2018,362,28,17,3,14,2,1,0,8,5,1
6457,2019,362,28,17,4,13,2,2,0,8,4,1
7473,2020,362,28,17,5,12,2,3,0,8,3,1
362,2013,363,12,6,1,5,0,1,0,2,2,1
1378,2014,363,12,6,1,5,0,1,0,2,2,1
2394,2015,363,12,6,1,5,0,1,0,2,2,1
3410,2016,363,12,6,1,5,0,1,0,2,2,1
4426,2017,363,12,6,1,5,0,1,0,2,2,1
5442,2018,363,12,6,1,5,0,1,0,2,2,1
6458,2019,363,12,6,1,5,0,1,0,2,2,1
7474,2020,363,12,6,1,5,0,1,0,2,2,1
363,2013,364,21,14,3,11,1,1,1,7,4,0
1379,2014,364,21,14,3,11,1,1,1,7,4,0
2395,2015,364,21,14,4,10,1,2,1,7,3,0
3411,2016,364,21,14,5,9,2,2,1,6,3,0
4427,2017,364,21,14,7,7,4,2,1,4,3,0
5443,2018,364,21,14,8,6,4,3,1,4,2,0
6459,2019,364,21,14,9,5,5,3,1,3,2,0
7475,2020,364,21,14,11,3,5,5,1,3,0,0
364,2013,365,45,19,1,18,1,0,0,11,6,1
1380,2014,365,45,19,1,18,1,0,0,11,6,1
2396,2015,365,45,19,1,18,1,0,0,11,6,1
3412,2016,365,45,19,1,18,1,0,0,11,6,1
4428,2017,365,45,19,2,17,1,1,0,11,5,1
5444,2018,365,45,19,2,17,1,1,0,11,5,1
6460,2019,365,45,19,2,17,1,1,0,11,5,1
7476,2020,365,45,19,3,16,1,2,0,11,4,1
365,2013,366,23,7,1,6,0,1,0,4,2,0
1381,2014,366,23,7,1,6,0,1,0,4,2,0
2397,2015,366,23,7,1,6,0,1,0,4,2,0
3413,2016,366,23,7,1,6,0,1,0,4,2,0
4429,2017,366,23,7,1,6,0,1,0,4,2,0
5445,2018,366,23,7,1,6,0,1,0,4,2,0
6461,2019,366,23,7,2,5,1,1,0,3,2,0
7477,2020,366,23,7,2,5,1,1,0,3,2,0
366,2013,367,22,12,2,10,2,0,0,6,3,1
1382,2014,367,22,12,3,9,2,1,0,6,2,1
2398,2015,367,22,12,3,9,2,1,0,6,2,1
3414,2016,367,22,12,3,9,2,1,0,6,2,1
4430,2017,367,22,12,4,8,3,1,0,5,2,1
5446,2018,367,22,12,6,6,3,3,0,5,0,1
6462,2019,367,22,12,7,5,4,3,0,4,0,1
7478,2020,367,22,12,7,5,4,3,0,4,0,1
367,2013,368,33,31,2,29,2,0,0,19,8,2
1383,2014,368,33,31,2,29,2,0,0,19,8,2
2399,2015,368,33,31,3,28,2,1,0,19,7,2
3415,2016,368,33,31,3,28,2,1,0,19,7,2
4431,2017,368,33,31,3,28,2,1,0,19,7,2
5447,2018,368,33,31,4,27,2,2,0,19,6,2
6463,2019,368,33,31,4,27,2,2,0,19,6,2
7479,2020,368,33,31,4,27,2,2,0,19,6,2
368,2013,369,25,24,3,21,3,0,0,14,5,2
1384,2014,369,25,24,3,21,3,0,0,14,5,2
2400,2015,369,25,24,4,20,3,0,1,14,5,1
3416,2016,369,25,24,5,19,4,0,1,13,5,1
4432,2017,369,25,24,6,18,4,1,1,13,4,1
5448,2018,369,25,24,7,17,5,1,1,12,4,1
6464,2019,369,25,24,9,15,7,1,1,10,4,1
7480,2020,369,25,24,12,12,10,1,1,7,4,1
369,2013,370,40,34,1,33,1,0,0,22,10,1
1385,2014,370,40,34,1,33,1,0,0,22,10,1
2401,2015,370,40,34,1,33,1,0,0,22,10,1
3417,2016,370,40,34,1,33,1,0,0,22,10,1
4433,2017,370,40,34,1,33,1,0,0,22,10,1
5449,2018,370,40,34,1,33,1,0,0,22,10,1
6465,2019,370,40,34,1,33,1,0,0,22,10,1
7481,2020,370,40,34,1,33,1,0,0,22,10,1
370,2013,371,37,22,2,20,2,0,0,13,6,1
1386,2014,371,37,22,2,20,2,0,0,13,6,1
2402,2015,371,37,22,3,19,3,0,0,12,6,1
3418,2016,371,37,22,3,19,3,0,0,12,6,1
4434,2017,371,37,22,3,19,3,0,0,12,6,1
5450,2018,371,37,22,4,18,4,0,0,11,6,1
6466,2019,371,37,22,5,17,4,1,0,11,5,1
7482,2020,371,37,22,6,16,5,1,0,10,5,1
371,2013,372,15,12,2,10,2,0,0,7,2,1
1387,2014,372,15,12,2,10,2,0,0,7,2,1
2403,2015,372,15,12,2,10,2,0,0,7,2,1
3419,2016,372,15,12,3,9,2,1,0,7,1,1
4435,2017,372,15,12,3,9,2,1,0,7,1,1
5451,2018,372,15,12,4,8,3,1,0,6,1,1
6467,2019,372,15,12,4,8,3,1,0,6,1,1
7483,2020,372,15,12,5,7,3,2,0,6,0,1
372,2013,373,7,7,1,6,0,1,0,3,2,1
1388,2014,373,7,7,2,5,1,1,0,2,2,1
2404,2015,373,7,7,2,5,1,1,0,2,2,1
3420,2016,373,7,7,2,5,1,1,0,2,2,1
4436,2017,373,7,7,2,5,1,1,0,2,2,1
5452,2018,373,7,7,2,5,1,1,0,2,2,1
6468,2019,373,7,7,2,5,1,1,0,2,2,1
7484,2020,373,7,7,2,5,1,1,0,2,2,1
373,2013,374,15,11,2,9,2,0,0,6,2,1
1389,2014,374,15,11,2,9,2,0,0,6,2,1
2405,2015,374,15,11,2,9,2,0,0,6,2,1
3421,2016,374,15,11,2,9,2,0,0,6,2,1
4437,2017,374,15,11,3,8,2,1,0,6,1,1
5453,2018,374,15,11,3,8,2,1,0,6,1,1
6469,2019,374,15,11,3,8,2,1,0,6,1,1
7485,2020,374,15,11,4,7,3,1,0,5,1,1
374,2013,375,47,13,3,10,2,1,0,7,2,1
1390,2014,375,47,13,3,10,2,1,0,7,2,1
2406,2015,375,47,13,4,9,2,2,0,7,1,1
3422,2016,375,47,13,5,8,3,2,0,6,1,1
4438,2017,375,47,13,5,8,3,2,0,6,1,1
5454,2018,375,47,13,5,8,3,2,0,6,1,1
6470,2019,375,47,13,7,6,4,3,0,5,0,1
7486,2020,375,47,13,7,6,4,3,0,5,0,1
375,2013,376,9,7,1,6,1,0,0,3,2,1
1391,2014,376,9,7,1,6,1,0,0,3,2,1
2407,2015,376,9,7,1,6,1,0,0,3,2,1
3423,2016,376,9,7,1,6,1,0,0,3,2,1
4439,2017,376,9,7,1,6,1,0,0,3,2,1
5455,2018,376,9,7,1,6,1,0,0,3,2,1
6471,2019,376,9,7,1,6,1,0,0,3,2,1
7487,2020,376,9,7,1,6,1,0,0,3,2,1
376,2013,377,38,11,1,10,1,0,0,6,3,1
1392,2014,377,38,11,1,10,1,0,0,6,3,1
2408,2015,377,38,11,1,10,1,0,0,6,3,1
3424,2016,377,38,11,1,10,1,0,0,6,3,1
4440,2017,377,38,11,1,10,1,0,0,6,3,1
5456,2018,377,38,11,1,10,1,0,0,6,3,1
6472,2019,377,38,11,1,10,1,0,0,6,3,1
7488,2020,377,38,11,1,10,1,0,0,6,3,1
377,2013,378,14,6,1,5,0,1,0,4,1,0
1393,2014,378,14,6,1,5,0,1,0,4,1,0
2409,2015,378,14,6,1,5,0,1,0,4,1,0
3425,2016,378,14,6,2,4,1,1,0,3,1,0
4441,2017,378,14,6,2,4,1,1,0,3,1,0
5457,2018,378,14,6,2,4,1,1,0,3,1,0
6473,2019,378,14,6,3,3,1,2,0,3,0,0
7489,2020,378,14,6,3,3,1,2,0,3,0,0
378,2013,379,8,3,1,2,1,0,0,2,0,0
1394,2014,379,8,3,1,2,1,0,0,2,0,0
2410,2015,379,8,3,1,2,1,0,0,2,0,0
3426,2016,379,8,3,1,2,1,0,0,2,0,0
4442,2017,379,8,3,1,2,1,0,0,2,0,0
5458,2018,379,8,3,1,2,1,0,0,2,0,0
6474,2019,379,8,3,1,2,1,0,0,2,0,0
7490,2020,379,8,3,1,2,1,0,0,2,0,0
379,2013,380,5,2,1,1,1,0,0,0,1,0
1395,2014,380,5,2,1,1,1,0,0,0,1,0
2411,2015,380,5,2,1,1,1,0,0,0,1,0
