,Year,Departement,Module_ID,Module,Chapter_ID,Chapter,Quiz_perChapter,Quizz_ID,Rank_onChapter,Quizz_Type,Slip,Guess,Success_Prct,Success_Attempts,Failure_Attempts,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Predict_Difficulty,Correct_Difficulty,Score,Difficulty_String,Difficulty,Department
1435,2016,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,325,3,QCU,0.17,0.9,75.29,13,4,17,15,13,2,1.13,86.67,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
2546,2017,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,325,3,QROC,0.93,0.07,17.98,3,13,16,12,3,9,1.33,25.0,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
3657,2018,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,325,3,QROC,0.73,0.07,15.34,2,12,14,13,2,11,1.08,15.38,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
4768,2019,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,325,3,QROC,0.39,0.36,57.03,8,6,14,13,8,5,1.08,61.54,Difficile,Moyen,1,Plus Facile,Pas Adapte,Marketing
5879,2020,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,325,3,QROC,0.36,0.4,54.55,7,6,13,10,7,3,1.3,70.0,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
325,2015,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,326,4,QCM,0.45,0.51,58.05,34,25,59,46,34,12,1.28,73.91,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
1436,2016,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,326,4,QCM,0.1,0.96,77.62,48,14,62,58,48,10,1.07,82.76,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
2547,2017,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,326,4,QCM,0.74,0.25,34.18,21,41,62,41,21,20,1.51,51.22,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
3658,2018,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,326,4,QCM,0.49,0.56,39.07,23,36,59,57,23,34,1.04,40.35,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
4769,2019,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,326,4,QCM,0.03,0.79,70.71,45,18,63,52,45,7,1.21,86.54,Moyen,Facile,1,Plus Facile,Adapte,Marketing
5880,2020,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,326,4,QCM,0.01,0.85,70.71,45,18,63,57,45,12,1.11,78.95,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
326,2015,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,327,5,QCM,0.4,0.58,39.45,17,25,42,36,17,19,1.17,47.22,Difficile,Moyen,1,Plus Facile,Pas Adapte,Marketing
1437,2016,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,327,5,QCM,0.03,0.77,84.24,38,7,45,39,38,1,1.15,97.44,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
2548,2017,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,327,5,QCU,0.28,0.71,42.87,21,27,48,23,21,2,2.09,91.3,Difficile,Moyen,1,Plus Facile,Pas Adapte,Marketing
3659,2018,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,327,5,QCU,0.38,0.68,49.89,26,27,53,33,26,7,1.61,78.79,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
4770,2019,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,327,5,QCU,0.24,0.48,47.28,28,31,59,32,28,4,1.84,87.5,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
5881,2020,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,327,5,QCU,0.02,0.95,97.78,62,1,63,63,62,1,1.0,98.41,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
327,2015,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,328,6,QCU,0.55,0.2,24.04,9,29,38,16,9,7,2.38,56.25,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
1438,2016,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,328,6,QCM,0.16,0.88,70.67,23,10,33,29,23,6,1.14,79.31,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Marketing
2549,2017,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,328,6,QCU,0.19,0.81,70.67,21,9,30,23,21,2,1.3,91.3,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
3660,2018,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,328,6,QCU,0.19,0.95,70.67,22,9,31,29,22,7,1.07,75.86,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
4771,2019,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,328,6,QCU,0.09,0.79,70.67,20,8,28,24,20,4,1.17,83.33,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5882,2020,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,328,6,QCU,0.11,0.96,70.67,20,9,29,27,20,7,1.07,74.07,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
328,2015,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,329,7,QCU,0.43,0.37,31.71,5,11,16,16,5,11,1.0,31.25,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
1439,2016,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,329,7,QCU,0.03,0.76,91.14,13,1,14,13,13,0,1.08,100.0,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
2550,2017,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,329,7,QCU,0.4,0.23,0.08,0,16,16,12,0,12,1.33,0.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
3661,2018,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,329,7,QCU,0.16,1.0,76.89,12,4,16,15,12,3,1.07,80.0,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
4772,2019,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,329,7,QCU,0.41,0.24,18.26,3,14,17,7,3,4,2.43,42.86,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
5883,2020,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,329,7,QCU,0.43,0.25,18.87,3,12,15,8,3,5,1.88,37.5,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
329,2015,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,330,8,QCM,0.35,0.57,55.99,7,5,12,8,7,1,1.5,87.5,Difficile,Moyen,1,Plus Facile,Pas Adapte,Marketing
1440,2016,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,330,8,QCU,0.53,0.36,8.86,1,11,12,7,1,6,1.71,14.29,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
2551,2017,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,330,8,QCU,0.19,0.94,76.28,11,3,14,14,11,3,1.0,78.57,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
3662,2018,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,330,8,QCU,0.56,0.26,21.6,3,12,15,12,3,9,1.25,25.0,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
4773,2019,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,330,8,QCU,0.29,0.47,49.47,7,7,14,13,7,6,1.08,53.85,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
5884,2020,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,330,8,QCM,0.58,0.16,28.23,4,10,14,9,4,5,1.56,44.44,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
330,2015,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,331,9,QCM,0.08,0.74,92.61,84,7,91,89,84,5,1.02,94.38,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
1441,2016,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,331,9,QCM,0.16,0.72,98.03,92,2,94,92,92,0,1.02,100.0,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
2552,2017,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,331,9,QCM,0.69,0.19,13.13,14,89,103,71,14,57,1.45,19.72,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
3663,2018,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,331,9,QCM,0.48,0.55,37.03,44,74,118,48,44,4,2.46,91.67,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
4774,2019,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,331,9,QCM,0.68,0.16,13.24,16,104,120,74,16,58,1.62,21.62,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
5885,2020,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,331,9,QCM,0.24,0.58,37.44,39,66,105,81,39,42,1.3,48.15,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
331,2015,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,332,10,QCM,0.07,0.79,80.55,49,12,61,50,49,1,1.22,98.0,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
1442,2016,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,332,10,QCM,0.04,0.88,66.57,46,23,69,60,46,14,1.15,76.67,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
2553,2017,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,332,10,QCM,0.08,0.73,66.57,51,26,77,63,51,12,1.22,80.95,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
3664,2018,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,332,10,QCM,0.07,0.93,66.57,45,22,67,51,45,6,1.31,88.24,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
4775,2019,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,332,10,QCM,0.14,0.85,66.57,45,23,68,59,45,14,1.15,76.27,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5886,2020,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,332,10,QCM,0.2,0.97,66.57,43,22,65,53,43,10,1.23,81.13,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
332,2015,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,333,11,QCU,0.45,0.32,10.11,3,27,30,26,3,23,1.15,11.54,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
1443,2016,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,333,11,QCU,0.46,0.2,32.98,11,23,34,21,11,10,1.62,52.38,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
2554,2017,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,333,11,QCU,0.52,0.23,34.07,10,19,29,25,10,15,1.16,40.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
3665,2018,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,333,11,QCU,0.41,0.36,21.75,5,20,25,23,5,18,1.09,21.74,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
4776,2019,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,333,11,QCU,0.39,0.71,63.51,15,9,24,19,15,4,1.26,78.95,Facile,Moyen,-1,Plus Difficile,Adapte,Marketing
5887,2020,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,333,11,QCU,0.25,0.74,63.51,14,8,22,15,14,1,1.47,93.33,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
333,2015,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,334,12,QCU,0.18,0.86,90.16,11,1,12,11,11,0,1.09,100.0,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
1444,2016,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,334,12,QCU,0.35,0.55,54.05,8,6,14,14,8,6,1.0,57.14,Difficile,Moyen,1,Plus Facile,Pas Adapte,Marketing
2555,2017,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,334,12,QCU,0.66,0.23,23.69,3,10,13,11,3,8,1.18,27.27,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
3666,2018,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,334,12,QCU,0.69,0.39,5.2,1,10,11,10,1,9,1.1,10.0,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
4777,2019,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,334,12,QCU,0.09,0.76,67.98,7,3,10,8,7,1,1.25,87.5,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5888,2020,Marketing,1,Introduction a l'Etude du Langage,9,La Sociolinguistique et la Dialectologie,12,334,12,QCU,0.14,0.96,67.98,5,3,8,6,5,1,1.33,83.33,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
334,2015,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,335,1,QCM,0.47,0.69,40.53,25,36,61,55,25,30,1.11,45.45,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
1445,2016,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,335,1,QCU,0.62,0.4,17.24,10,48,58,38,10,28,1.53,26.32,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
2556,2017,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,335,1,QCU,0.69,0.23,6.39,3,48,51,21,3,18,2.43,14.29,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
3667,2018,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,335,1,QCU,0.07,0.92,82.94,46,9,55,55,46,9,1.0,83.64,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
4778,2019,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,335,1,QCU,0.15,0.76,96.08,49,2,51,51,49,2,1.0,96.08,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
5889,2020,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,335,1,QCU,0.69,0.24,2.86,1,43,44,21,1,20,2.1,4.76,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
335,2015,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,336,2,QCU,0.51,0.29,14.86,10,55,65,53,10,43,1.23,18.87,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
1446,2016,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,336,2,QCU,0.51,0.38,3.61,2,65,67,65,2,63,1.03,3.08,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
2557,2017,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,336,2,QCU,0.61,0.21,2.39,2,66,68,33,2,31,2.06,6.06,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
3668,2018,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,336,2,QCU,0.69,0.27,29.93,22,51,73,44,22,22,1.66,50.0,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
4779,2019,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,336,2,QCU,0.29,0.73,41.88,28,40,68,52,28,24,1.31,53.85,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
5890,2020,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,336,2,QCU,0.58,0.29,16.85,13,63,76,49,13,36,1.55,26.53,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
336,2015,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,337,3,QCM,0.7,0.25,8.73,2,18,20,13,2,11,1.54,15.38,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
1447,2016,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,337,3,QCM,0.54,0.18,19.88,3,14,17,16,3,13,1.06,18.75,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
2558,2017,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,337,3,QCM,0.58,0.2,15.15,2,12,14,11,2,9,1.27,18.18,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
3669,2018,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,337,3,QCM,0.67,0.2,28.61,5,11,16,5,5,0,3.2,100.0,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
4780,2019,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,337,3,QROC,0.67,0.08,26.13,4,10,14,12,4,8,1.17,33.33,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
5891,2020,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,337,3,QO,0.19,0.7,80.57,13,3,16,15,13,2,1.07,86.67,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
337,2015,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,338,4,QCM,0.59,0.2,12.48,9,60,69,46,9,37,1.5,19.57,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
1448,2016,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,338,4,QCM,0.5,0.22,10.21,6,54,60,17,6,11,3.53,35.29,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
2559,2017,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,338,4,QCU,0.64,0.24,11.88,7,52,59,52,7,45,1.13,13.46,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
3670,2018,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,338,4,QCU,0.3,0.68,50.85,26,26,52,41,26,15,1.27,63.41,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
4781,2019,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,338,4,QCU,0.2,0.88,70.91,37,15,52,42,37,5,1.24,88.1,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5892,2020,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,338,4,QCU,0.15,0.82,70.91,38,15,53,47,38,9,1.13,80.85,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
338,2015,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,339,5,QCU,0.47,0.21,2.08,1,65,66,65,1,64,1.02,1.54,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
1449,2016,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,339,5,QCU,0.09,0.89,72.22,45,17,62,54,45,9,1.15,83.33,Moyen,Facile,1,Plus Facile,Adapte,Marketing
2560,2017,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,339,5,QROC,0.17,0.79,72.22,49,19,68,68,49,19,1.0,72.06,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
3671,2018,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,339,5,QROC,0.07,0.98,72.22,45,17,62,61,45,16,1.02,73.77,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
4782,2019,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,339,5,QROC,0.01,0.62,72.22,50,19,69,57,50,7,1.21,87.72,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5893,2020,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,339,5,QROC,0.1,0.97,72.22,49,19,68,62,49,13,1.1,79.03,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
339,2015,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,340,6,QROC,0.79,0.22,34.41,34,64,98,98,34,64,1.0,34.69,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
1450,2016,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,340,6,QROC,0.03,0.5,99.03,99,1,100,99,99,0,1.01,100.0,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
2561,2017,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,340,6,QROC,0.46,0.4,36.6,38,65,103,77,38,39,1.34,49.35,Difficile,Moyen,1,Plus Facile,Pas Adapte,Marketing
3672,2018,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,340,6,QROC,0.6,0.23,23.86,21,68,89,41,21,20,2.17,51.22,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
4783,2019,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,340,6,QROC,0.98,0.11,2.81,2,81,83,54,2,52,1.54,3.7,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
5894,2020,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,340,6,QROC,0.48,0.35,57.17,51,39,90,64,51,13,1.41,79.69,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
340,2015,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,341,7,QCU,0.12,0.93,74.99,22,8,30,23,22,1,1.3,95.65,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
1451,2016,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,341,7,QCU,0.02,0.97,74.99,20,7,27,20,20,0,1.35,100.0,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
2562,2017,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,341,7,QCU,0.18,0.8,74.99,20,7,27,25,20,5,1.08,80.0,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
3673,2018,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,341,7,QCU,0.07,0.78,74.99,20,7,27,22,20,2,1.23,90.91,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
4784,2019,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,341,7,QCU,0.01,0.83,74.99,19,6,25,24,19,5,1.04,79.17,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5895,2020,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,341,7,QCU,0.07,0.96,74.99,22,7,29,25,22,3,1.16,88.0,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
341,2015,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,342,8,QCU,0.74,0.26,31.02,29,65,94,90,29,61,1.04,32.22,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
1452,2016,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,342,8,QCU,0.1,0.81,69.25,74,33,107,96,74,22,1.11,77.08,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
2563,2017,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,342,8,QROC,0.01,0.95,69.25,80,35,115,113,80,33,1.02,70.8,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
3674,2018,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,342,8,QROC,0.05,1.0,69.25,78,34,112,92,78,14,1.22,84.78,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
4785,2019,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,342,8,QROC,0.14,0.74,69.25,70,31,101,94,70,24,1.07,74.47,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5896,2020,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,342,8,QROC,0.08,0.75,69.25,62,27,89,82,62,20,1.09,75.61,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
342,2015,Marketing,1,Introduction a l'Etude du Langage,10,L'Amenagement Linguistique,13,343,9,QROC,0.34,0.36,48.81,24,26,50,37,24,13,1.35,64.86,Difficile,Moyen,1,Plus Facile,Pas Adapte,Marketing
