,Quizz_ID,Year,Departement,Chapter_ID,Rank_onChapter,Quizz_Type,B,Slip,Guess,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Success_Attempts,Failure_Attempts,TruePrct_Succes,Predict_Difficulty,Correct_Difficulty,Prediction/Correct Difficulty
3423,104,2019,Ingenieurie,12,1,QCU,0.7125,0.22,0.7,29,25,21,4,1.16,84.0,21,8,71.25,Adapte,Adapte,Adapte / Adapte
4253,104,2020,Ingenieurie,12,1,QCU,0.6832,0.24,0.57,35,35,24,11,1.0,68.57,24,11,68.32,Adapte,Adapte,Adapte / Adapte
104,105,2015,Ingenieurie,12,2,QCM,0.9368,0.06,0.87,57,56,53,3,1.02,94.64,53,4,93.68,Facile,Trop Facile,Facile / Trop Facile
934,105,2016,Ingenieurie,12,2,QCM,0.9149,0.04,0.93,66,62,60,2,1.06,96.77,60,6,91.49,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1764,105,2017,Ingenieurie,12,2,QCM,0.8921,0.01,0.95,59,56,53,3,1.05,94.64,53,6,89.21,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2594,105,2018,Ingenieurie,12,2,QCM,0.8786,0.01,0.9,71,67,62,5,1.06,92.54,62,9,87.86,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3424,105,2019,Ingenieurie,12,2,QCM,0.9473,0.08,0.91,79,77,75,2,1.03,97.4,75,4,94.73,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4254,105,2020,Ingenieurie,12,2,QCM,0.9375,0.04,0.86,69,67,65,2,1.03,97.01,65,4,93.75,Trop Facile,Trop Facile,Trop Facile / Trop Facile
105,106,2015,Ingenieurie,12,3,QCU,0.9466,0.01,0.91,59,58,56,2,1.02,96.55,56,3,94.66,Trop Facile,Trop Facile,Trop Facile / Trop Facile
935,106,2016,Ingenieurie,12,3,QCU,0.4324,0.31,0.31,60,51,26,25,1.18,50.98,26,34,43.24,Trop Facile,Difficile,Trop Facile / Difficile
1765,106,2017,Ingenieurie,12,3,QCU,0.8806,0.07,0.99,57,54,50,4,1.06,92.59,50,7,88.06,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2595,106,2018,Ingenieurie,12,3,QCU,0.9202,0.06,0.91,58,58,53,5,1.0,91.38,53,5,92.02,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3425,106,2019,Ingenieurie,12,3,QCU,0.9683,0.07,0.9,50,50,48,2,1.0,96.0,48,2,96.83,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4255,106,2020,Ingenieurie,12,3,QCU,0.014,0.69,0.25,46,41,1,40,1.12,2.44,1,45,1.4,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
106,107,2015,Ingenieurie,12,4,QCM,0.411,0.0,0.36,30,16,12,4,1.88,75.0,12,18,41.1,Difficile,Difficile,Difficile / Difficile
936,107,2016,Ingenieurie,12,4,QCM,0.5166,0.22,0.38,30,15,15,0,2.0,100.0,15,15,51.66,Trop Facile,Difficile,Trop Facile / Difficile
1766,107,2017,Ingenieurie,12,4,QCM,0.8682,0.07,1.0,35,30,30,0,1.17,100.0,30,5,86.82,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2596,107,2018,Ingenieurie,12,4,QCM,0.9774,0.01,0.8,39,38,38,0,1.03,100.0,38,1,97.74,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3426,107,2019,Ingenieurie,12,4,QCM,0.7702,0.08,0.73,42,39,32,7,1.08,82.05,32,10,77.02,Trop Facile,Facile,Trop Facile / Facile
4256,107,2020,Ingenieurie,12,4,QCM,0.9756,0.07,0.97,38,38,37,1,1.0,97.37,37,1,97.56,Trop Facile,Trop Facile,Trop Facile / Trop Facile
107,108,2015,Ingenieurie,12,5,QROC,0.7741,0.14,0.62,29,28,22,6,1.04,78.57,22,7,77.41,Facile,Facile,Facile / Facile
937,108,2016,Ingenieurie,12,5,QROC,0.9035,0.01,0.76,27,24,24,0,1.12,100.0,24,3,90.35,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1767,108,2017,Ingenieurie,12,5,QROC,0.9426,0.03,0.72,26,26,25,1,1.0,96.15,25,1,94.26,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2597,108,2018,Ingenieurie,12,5,QROC,0.8928,0.09,0.86,24,23,21,2,1.04,91.3,21,3,89.28,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3427,108,2019,Ingenieurie,12,5,QROC,0.8414,0.14,0.62,27,24,23,1,1.12,95.83,23,4,84.14,Trop Facile,Facile,Trop Facile / Facile
4257,108,2020,Ingenieurie,12,5,QROC,0.9737,0.04,0.9,31,30,30,0,1.03,100.0,30,1,97.37,Trop Facile,Trop Facile,Trop Facile / Trop Facile
108,109,2015,Ingenieurie,12,6,QCU,0.2905,0.09,0.38,61,59,18,41,1.03,30.51,18,43,29.05,Difficile,Difficile,Difficile / Difficile
938,109,2016,Ingenieurie,12,6,QCU,0.9357,0.1,0.99,58,58,54,4,1.0,93.1,54,4,93.57,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1768,109,2017,Ingenieurie,12,6,QCU,0.1463,0.13,0.27,60,33,9,24,1.82,27.27,9,51,14.63,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
2598,109,2018,Ingenieurie,12,6,QCU,0.9069,0.06,0.95,49,48,44,4,1.02,91.67,44,5,90.69,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3428,109,2019,Ingenieurie,12,6,QCU,0.8927,0.01,0.98,53,48,47,1,1.1,97.92,47,6,89.27,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4258,109,2020,Ingenieurie,12,6,QCU,0.9754,0.0,0.91,49,49,48,1,1.0,97.96,48,1,97.54,Trop Facile,Trop Facile,Trop Facile / Trop Facile
109,110,2015,Ingenieurie,13,1,QROC,0.073,0.95,0.1,33,23,2,21,1.43,8.7,2,31,7.3,Difficile,Trop Difficile,Difficile / Trop Difficile
939,110,2016,Ingenieurie,13,1,QROC,0.871,0.04,0.66,31,31,27,4,1.0,87.1,27,4,87.1,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1769,110,2017,Ingenieurie,13,1,QROC,0.901,0.1,0.9,31,31,28,3,1.0,90.32,28,3,90.1,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2599,110,2018,Ingenieurie,13,1,QROC,0.9249,0.08,0.67,36,35,33,2,1.03,94.29,33,3,92.49,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3429,110,2019,Ingenieurie,13,1,QROC,0.9239,0.08,0.56,35,34,32,2,1.03,94.12,32,3,92.39,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4259,110,2020,Ingenieurie,13,1,QROC,0.9446,0.02,0.53,39,38,37,1,1.03,97.37,37,2,94.46,Trop Facile,Trop Facile,Trop Facile / Trop Facile
110,111,2015,Ingenieurie,14,1,QCU,0.8188,0.13,0.79,97,97,79,18,1.0,81.44,79,18,81.88,Facile,Facile,Facile / Facile
940,111,2016,Ingenieurie,14,1,QCU,0.978,0.03,0.94,114,112,111,1,1.02,99.11,111,3,97.8,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1770,111,2017,Ingenieurie,14,1,QCU,0.9498,0.01,0.97,105,101,100,1,1.04,99.01,100,5,94.98,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2600,111,2018,Ingenieurie,14,1,QCU,0.9873,0.04,0.97,87,86,86,0,1.01,100.0,86,1,98.73,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3430,111,2019,Ingenieurie,14,1,QCU,0.9767,0.07,0.96,87,86,85,1,1.01,98.84,85,2,97.67,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4260,111,2020,Ingenieurie,14,1,QCU,0.8242,0.07,0.76,84,75,69,6,1.12,92.0,69,15,82.42,Trop Facile,Facile,Trop Facile / Facile
111,112,2015,Management,1,1,QO,0.5571,0.76,0.03,80,62,45,17,1.29,72.58,45,35,55.71,Difficile,Difficile,Difficile / Difficile
941,112,2016,Management,1,1,QO,0.9275,0.1,0.75,67,64,62,2,1.05,96.88,62,5,92.75,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1771,112,2017,Management,1,1,QO,0.8414,0.19,0.43,73,69,61,8,1.06,88.41,61,12,84.14,Trop Facile,Facile,Trop Facile / Facile
2601,112,2018,Management,1,1,QO,0.8618,0.1,0.51,59,55,51,4,1.07,92.73,51,8,86.18,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3431,112,2019,Management,1,1,QO,0.7033,0.42,0.22,49,42,34,8,1.17,80.95,34,15,70.33,Trop Facile,Adapte,Trop Facile / Adapte
4261,112,2020,Management,1,1,QO,0.6881,0.64,0.26,42,41,29,12,1.02,70.73,29,13,68.81,Adapte,Adapte,Adapte / Adapte
112,113,2015,Management,1,2,QCU,0.9358,0.04,0.92,96,93,90,3,1.03,96.77,90,6,93.58,Trop Difficile,Trop Facile,Trop Difficile / Trop Facile
942,113,2016,Management,1,2,QCU,0.9781,0.04,0.95,114,114,112,2,1.0,98.25,112,2,97.81,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1772,113,2017,Management,1,2,QCU,0.8912,0.06,0.96,105,102,94,8,1.03,92.16,94,11,89.12,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2602,113,2018,Management,1,2,QCU,0.7795,0.11,0.76,96,83,75,8,1.16,90.36,75,21,77.95,Trop Facile,Facile,Trop Facile / Facile
3432,113,2019,Management,1,2,QCU,0.2168,0.1,0.21,80,45,17,28,1.78,37.78,17,63,21.68,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
4262,113,2020,Management,1,2,QCU,0.1781,0.73,0.25,77,36,14,22,2.14,38.89,14,63,17.81,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
113,114,2015,Management,1,3,QCM,0.5626,0.08,0.34,9,9,5,4,1.0,55.56,5,4,56.26,Facile,Difficile,Facile / Difficile
943,114,2016,Management,1,3,QCM,0.8968,0.09,0.82,9,9,8,1,1.0,88.89,8,1,89.68,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1773,114,2017,Management,1,3,QCM,0.9304,0.07,0.9,11,10,10,0,1.1,100.0,10,1,93.04,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2603,114,2018,Management,1,3,QCM,0.7812,0.06,0.72,11,10,9,1,1.1,90.0,9,2,78.12,Trop Facile,Facile,Trop Facile / Facile
3433,114,2019,Management,1,3,QCM,0.6924,0.18,0.42,9,9,6,3,1.0,66.67,6,3,69.24,Trop Facile,Adapte,Trop Facile / Adapte
4263,114,2020,Management,1,3,QCM,0.7084,0.01,0.65,8,6,6,0,1.33,100.0,6,2,70.84,Adapte,Adapte,Adapte / Adapte
114,115,2015,Management,1,4,QROC,0.6111,0.24,0.28,70,52,43,9,1.35,82.69,43,27,61.11,Trop Difficile,Adapte,Trop Difficile / Adapte
944,115,2016,Management,1,4,QROC,0.6277,0.36,0.38,80,58,50,8,1.38,86.21,50,30,62.77,Adapte,Adapte,Adapte / Adapte
1774,115,2017,Management,1,4,QROC,0.7233,0.22,0.34,92,83,67,16,1.11,80.72,67,25,72.33,Adapte,Adapte,Adapte / Adapte
2604,115,2018,Management,1,4,QROC,0.6445,0.22,0.28,109,104,70,34,1.05,67.31,70,39,64.45,Adapte,Adapte,Adapte / Adapte
3434,115,2019,Management,1,4,QROC,0.7403,0.26,0.35,117,99,87,12,1.18,87.88,87,30,74.03,Adapte,Adapte,Adapte / Adapte
4264,115,2020,Management,1,4,QROC,0.7353,0.44,0.39,113,88,83,5,1.28,94.32,83,30,73.53,Adapte,Adapte,Adapte / Adapte
115,116,2015,Management,1,5,QCM,0.6464,0.24,0.58,45,32,29,3,1.41,90.62,29,16,64.64,Trop Difficile,Adapte,Trop Difficile / Adapte
945,116,2016,Management,1,5,QCM,0.6071,0.12,0.44,46,41,28,13,1.12,68.29,28,18,60.71,Adapte,Adapte,Adapte / Adapte
1775,116,2017,Management,1,5,QCM,0.6372,0.1,0.67,47,35,30,5,1.34,85.71,30,17,63.72,Adapte,Adapte,Adapte / Adapte
2605,116,2018,Management,1,5,QCM,0.6875,0.29,0.52,43,40,30,10,1.07,75.0,30,13,68.75,Adapte,Adapte,Adapte / Adapte
3435,116,2019,Management,1,5,QCM,0.6351,0.08,0.4,51,34,32,2,1.5,94.12,32,19,63.51,Adapte,Adapte,Adapte / Adapte
4265,116,2020,Management,1,5,QCM,0.6748,0.21,0.46,44,44,30,14,1.0,68.18,30,14,67.48,Adapte,Adapte,Adapte / Adapte
116,117,2015,Management,1,6,QROC,0.1266,0.81,0.15,41,19,5,14,2.16,26.32,5,36,12.66,Difficile,Trop Difficile,Difficile / Trop Difficile
946,117,2016,Management,1,6,QROC,0.9207,0.05,0.79,35,33,32,1,1.06,96.97,32,3,92.07,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1776,117,2017,Management,1,6,QROC,0.9429,0.07,0.59,38,36,36,0,1.06,100.0,36,2,94.29,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2606,117,2018,Management,1,6,QROC,0.8963,0.07,0.52,34,30,30,0,1.13,100.0,30,4,89.63,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3436,117,2019,Management,1,6,QROC,0.3214,0.61,0.17,33,30,11,19,1.1,36.67,11,22,32.14,Trop Facile,Difficile,Trop Facile / Difficile
4266,117,2020,Management,1,6,QROC,0.962,0.09,0.89,35,35,34,1,1.0,97.14,34,1,96.2,Trop Facile,Trop Facile,Trop Facile / Trop Facile
117,118,2015,Management,1,7,QCU,0.0876,0.38,0.22,36,34,3,31,1.06,8.82,3,33,8.76,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
947,118,2016,Management,1,7,QCU,0.7007,0.22,0.51,30,22,21,1,1.36,95.45,21,9,70.07,Trop Facile,Adapte,Trop Facile / Adapte
1777,118,2017,Management,1,7,QCU,0.7253,0.01,0.61,33,31,24,7,1.06,77.42,24,9,72.53,Adapte,Adapte,Adapte / Adapte
2607,118,2018,Management,1,7,QCU,0.7023,0.07,0.53,33,26,23,3,1.27,88.46,23,10,70.23,Adapte,Adapte,Adapte / Adapte
3437,118,2019,Management,1,7,QCU,0.6337,0.25,0.68,30,25,19,6,1.2,76.0,19,11,63.37,Adapte,Adapte,Adapte / Adapte
4267,118,2020,Management,1,7,QCU,0.6562,0.27,0.65,29,29,19,10,1.0,65.52,19,10,65.62,Adapte,Adapte,Adapte / Adapte
118,119,2015,Management,1,8,QCU,0.6413,0.27,0.64,56,42,36,6,1.33,85.71,36,20,64.13,Facile,Adapte,Facile / Adapte
948,119,2016,Management,1,8,QCU,0.7212,0.21,0.48,60,50,43,7,1.2,86.0,43,17,72.12,Adapte,Adapte,Adapte / Adapte
1778,119,2017,Management,1,8,QCU,0.6776,0.25,0.49,66,48,45,3,1.38,93.75,45,21,67.76,Adapte,Adapte,Adapte / Adapte
2608,119,2018,Management,1,8,QCU,0.6322,0.29,0.63,68,67,43,24,1.01,64.18,43,25,63.22,Adapte,Adapte,Adapte / Adapte
3438,119,2019,Management,1,8,QCU,0.6759,0.08,0.63,64,58,43,15,1.1,74.14,43,21,67.59,Adapte,Adapte,Adapte / Adapte
4268,119,2020,Management,1,8,QCU,0.7284,0.16,0.56,70,55,51,4,1.27,92.73,51,19,72.84,Adapte,Adapte,Adapte / Adapte
119,120,2015,Management,1,9,QCM,0.3099,0.2,0.36,37,14,11,3,2.64,78.57,11,26,30.99,Difficile,Difficile,Difficile / Difficile
949,120,2016,Management,1,9,QCM,0.951,0.07,0.9,36,35,34,1,1.03,97.14,34,2,95.1,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1779,120,2017,Management,1,9,QCM,0.9913,0.03,0.96,43,43,43,0,1.0,100.0,43,0,99.13,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2609,120,2018,Management,1,9,QCM,0.9359,0.02,0.93,51,49,48,1,1.04,97.96,48,3,93.59,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3439,120,2019,Management,1,9,QCM,0.9386,0.02,0.96,54,52,51,1,1.04,98.08,51,3,93.86,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4269,120,2020,Management,1,9,QCM,0.0897,0.14,0.23,59,28,5,23,2.11,17.86,5,54,8.97,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
120,121,2015,Management,1,10,QCU,0.0102,0.58,0.28,52,39,1,38,1.33,2.56,1,51,1.02,Difficile,Trop Difficile,Difficile / Trop Difficile
950,121,2016,Management,1,10,QCU,0.8687,0.08,0.92,54,47,47,0,1.15,100.0,47,7,86.87,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1780,121,2017,Management,1,10,QCU,0.7768,0.2,0.84,51,50,40,10,1.02,80.0,40,11,77.68,Trop Facile,Facile,Trop Facile / Facile
2610,121,2018,Management,1,10,QCU,0.9563,0.06,0.95,44,43,42,1,1.02,97.67,42,2,95.63,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3440,121,2019,Management,1,10,QCU,0.9459,0.03,0.99,35,33,33,0,1.06,100.0,33,2,94.59,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4270,121,2020,Management,1,10,QCU,0.8861,0.05,0.96,29,28,26,2,1.04,92.86,26,3,88.61,Trop Facile,Trop Facile,Trop Facile / Trop Facile
121,122,2015,Management,1,11,QO,0.7285,0.44,0.23,12,11,9,2,1.09,81.82,9,3,72.85,Adapte,Adapte,Adapte / Adapte
951,122,2016,Management,1,11,QO,0.6292,0.69,0.18,11,8,7,1,1.38,87.5,7,4,62.92,Adapte,Adapte,Adapte / Adapte
1781,122,2017,Management,1,11,QO,0.6268,0.61,0.22,10,8,6,2,1.25,75.0,6,4,62.68,Adapte,Adapte,Adapte / Adapte
2611,122,2018,Management,1,11,QO,0.7225,0.39,0.16,10,9,7,2,1.11,77.78,7,3,72.25,Adapte,Adapte,Adapte / Adapte
3441,122,2019,Management,1,11,QO,0.727,0.54,0.27,11,10,8,2,1.1,80.0,8,3,72.7,Adapte,Adapte,Adapte / Adapte
4271,122,2020,Management,1,11,QO,0.7289,0.62,0.25,9,8,7,1,1.12,87.5,7,2,72.89,Adapte,Adapte,Adapte / Adapte
122,123,2015,Management,1,12,QCM,0.1325,0.29,0.24,41,13,5,8,3.15,38.46,5,36,13.25,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
952,123,2016,Management,1,12,QCM,0.7781,0.12,0.77,33,32,26,6,1.03,81.25,26,7,77.81,Trop Facile,Facile,Trop Facile / Facile
1782,123,2017,Management,1,12,QCM,0.9001,0.09,0.99,26,24,23,1,1.08,95.83,23,3,90.01,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2612,123,2018,Management,1,12,QCM,0.7954,0.07,0.8,29,24,23,1,1.21,95.83,23,6,79.54,Trop Facile,Facile,Trop Facile / Facile
3442,123,2019,Management,1,12,QCM,0.0088,0.26,0.24,33,21,0,21,1.57,0.0,0,33,0.88,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
4272,123,2020,Management,1,12,QCM,0.7295,0.09,0.65,38,30,28,2,1.27,93.33,28,10,72.95,Trop Facile,Adapte,Trop Facile / Adapte
123,124,2015,Management,1,13,QCM,0.2795,0.32,0.36,88,60,25,35,1.47,41.67,25,63,27.95,Difficile,Difficile,Difficile / Difficile
953,124,2016,Management,1,13,QCM,0.1832,0.38,0.29,88,72,16,56,1.22,22.22,16,72,18.32,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
1783,124,2017,Management,1,13,QCM,0.9793,0.09,0.92,100,98,98,0,1.02,100.0,98,2,97.93,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2613,124,2018,Management,1,13,QCM,0.8378,0.16,0.74,105,96,88,8,1.09,91.67,88,17,83.78,Trop Facile,Facile,Trop Facile / Facile
3443,124,2019,Management,1,13,QCM,0.9177,0.04,0.83,125,119,115,4,1.05,96.64,115,10,91.77,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4273,124,2020,Management,1,13,QCM,0.9736,0.07,0.88,127,125,124,1,1.02,99.2,124,3,97.36,Trop Facile,Trop Facile,Trop Facile / Trop Facile
124,125,2015,Management,2,1,QCM,0.6044,0.23,0.66,68,56,41,15,1.21,73.21,41,27,60.44,Adapte,Adapte,Adapte / Adapte
954,125,2016,Management,2,1,QCM,0.614,0.16,0.5,57,35,35,0,1.63,100.0,35,22,61.4,Adapte,Adapte,Adapte / Adapte
1784,125,2017,Management,2,1,QCM,0.6785,0.22,0.54,66,65,45,20,1.02,69.23,45,21,67.85,Adapte,Adapte,Adapte / Adapte
2614,125,2018,Management,2,1,QCM,0.7398,0.1,0.6,66,50,49,1,1.32,98.0,49,17,73.98,Adapte,Adapte,Adapte / Adapte
3444,125,2019,Management,2,1,QCM,0.672,0.07,0.44,70,55,47,8,1.27,85.45,47,23,67.2,Adapte,Adapte,Adapte / Adapte
4274,125,2020,Management,2,1,QCM,0.6221,0.2,0.4,65,60,40,20,1.08,66.67,40,25,62.21,Adapte,Adapte,Adapte / Adapte
125,126,2015,Management,2,2,QCU,0.8096,0.06,0.8,72,59,58,1,1.22,98.31,58,14,80.96,Difficile,Facile,Difficile / Facile
955,126,2016,Management,2,2,QCU,0.1938,0.75,0.29,63,32,12,20,1.97,37.5,12,51,19.38,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
1785,126,2017,Management,2,2,QCU,0.9137,0.02,0.97,55,53,50,3,1.04,94.34,50,5,91.37,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2615,126,2018,Management,2,2,QCU,0.0232,0.59,0.21,47,21,1,20,2.24,4.76,1,46,2.32,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
3445,126,2019,Management,2,2,QCU,0.8931,0.08,1.0,44,39,39,0,1.13,100.0,39,5,89.31,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4275,126,2020,Management,2,2,QCU,0.9228,0.09,0.99,40,39,37,2,1.03,94.87,37,3,92.28,Trop Facile,Trop Facile,Trop Facile / Trop Facile
126,127,2015,Management,2,3,QROC,0.0355,0.8,0.05,29,28,1,27,1.04,3.57,1,28,3.55,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
956,127,2016,Management,2,3,QROC,0.4151,0.7,0.16,32,18,13,5,1.78,72.22,13,19,41.51,Trop Facile,Difficile,Trop Facile / Difficile
1786,127,2017,Management,2,3,QROC,0.8799,0.09,0.62,32,32,28,4,1.0,87.5,28,4,87.99,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2616,127,2018,Management,2,3,QROC,0.9196,0.09,0.64,34,32,31,1,1.06,96.88,31,3,91.96,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3446,127,2019,Management,2,3,QROC,0.064,0.98,0.12,34,16,2,14,2.12,12.5,2,32,6.4,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
4276,127,2020,Management,2,3,QROC,0.7645,0.19,0.44,34,32,26,6,1.06,81.25,26,8,76.45,Trop Facile,Facile,Trop Facile / Facile
127,128,2015,Management,2,4,QCU,0.5601,0.07,0.38,31,25,17,8,1.24,68.0,17,14,56.01,Difficile,Difficile,Difficile / Difficile
957,128,2016,Management,2,4,QCU,0.915,0.08,1.0,28,27,26,1,1.04,96.3,26,2,91.5,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1787,128,2017,Management,2,4,QCU,0.9606,0.08,0.99,26,25,25,0,1.04,100.0,25,1,96.06,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2617,128,2018,Management,2,4,QCU,0.9743,0.0,0.96,21,21,20,1,1.0,95.24,20,1,97.43,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3447,128,2019,Management,2,4,QCU,0.9128,0.08,0.92,21,20,19,1,1.05,95.0,19,2,91.28,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4277,128,2020,Management,2,4,QCU,0.0266,0.14,0.26,25,11,1,10,2.27,9.09,1,24,2.66,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
128,129,2015,Management,2,5,QCM,0.7642,0.14,0.7,50,45,38,7,1.11,84.44,38,12,76.42,Adapte,Facile,Adapte / Facile
958,129,2016,Management,2,5,QCM,0.9295,0.02,0.91,48,45,45,0,1.07,100.0,45,3,92.95,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1788,129,2017,Management,2,5,QCM,0.0756,0.21,0.24,47,45,4,41,1.04,8.89,4,43,7.56,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
2618,129,2018,Management,2,5,QCM,0.7466,0.12,0.54,55,54,41,13,1.02,75.93,41,14,74.66,Trop Facile,Adapte,Trop Facile / Adapte
3448,129,2019,Management,2,5,QCM,0.6597,0.22,0.4,52,49,34,15,1.06,69.39,34,18,65.97,Adapte,Adapte,Adapte / Adapte
4278,129,2020,Management,2,5,QCM,0.6655,0.27,0.49,50,43,33,10,1.16,76.74,33,17,66.55,Adapte,Adapte,Adapte / Adapte
129,130,2015,Management,2,6,QO,0.8291,0.16,0.51,74,66,61,5,1.12,92.42,61,13,82.91,Facile,Facile,Facile / Facile
959,130,2016,Management,2,6,QO,0.7962,0.2,0.64,60,58,48,10,1.03,82.76,48,12,79.62,Trop Facile,Facile,Trop Facile / Facile
1789,130,2017,Management,2,6,QO,0.8694,0.08,0.61,54,50,47,3,1.08,94.0,47,7,86.94,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2619,130,2018,Management,2,6,QO,0.8897,0.02,0.51,52,49,46,3,1.06,93.88,46,6,88.97,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3449,130,2019,Management,2,6,QO,0.9365,0.09,0.92,46,44,43,1,1.05,97.73,43,3,93.65,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4279,130,2020,Management,2,6,QO,0.9422,0.0,0.87,51,49,48,1,1.04,97.96,48,3,94.22,Trop Facile,Trop Facile,Trop Facile / Trop Facile
130,131,2015,Management,2,7,QCU,0.3125,0.24,0.38,27,20,8,12,1.35,40.0,8,19,31.25,Trop Facile,Difficile,Trop Facile / Difficile
960,131,2016,Management,2,7,QCU,0.9224,0.03,0.91,31,29,29,0,1.07,100.0,29,2,92.24,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1790,131,2017,Management,2,7,QCU,0.7816,0.02,0.78,37,36,29,7,1.03,80.56,29,8,78.16,Trop Facile,Facile,Trop Facile / Facile
2620,131,2018,Management,2,7,QCU,0.9015,0.05,1.0,37,37,33,4,1.0,89.19,33,4,90.15,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3450,131,2019,Management,2,7,QCU,0.9633,0.04,0.92,43,43,41,2,1.0,95.35,41,2,96.33,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4280,131,2020,Management,2,7,QCU,0.8995,0.05,0.92,35,33,31,2,1.06,93.94,31,4,89.95,Trop Facile,Trop Facile,Trop Facile / Trop Facile
131,132,2015,Management,2,8,QCM,0.664,0.29,0.67,88,82,58,24,1.07,70.73,58,30,66.4,Adapte,Adapte,Adapte / Adapte
961,132,2016,Management,2,8,QCM,0.6693,0.28,0.69,97,96,65,31,1.01,67.71,65,32,66.93,Adapte,Adapte,Adapte / Adapte
1791,132,2017,Management,2,8,QCM,0.6317,0.07,0.53,86,81,54,27,1.06,66.67,54,32,63.17,Adapte,Adapte,Adapte / Adapte
2621,132,2018,Management,2,8,QCM,0.6765,0.04,0.6,91,65,62,3,1.4,95.38,62,29,67.65,Adapte,Adapte,Adapte / Adapte
3451,132,2019,Management,2,8,QCM,0.7421,0.28,0.41,84,83,62,21,1.01,74.7,62,22,74.21,Adapte,Adapte,Adapte / Adapte
