,Year,Departement,Module_ID,Module,Chapter_ID,Chapter,Quiz_perChapter,Quizz_ID,Rank_onChapter,Quizz_Type,Slip,Guess,Success_Prct,Success_Attempts,Failure_Attempts,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Predict_Difficulty,Correct_Difficulty,Score,Difficulty_String,Difficulty
3485,2018,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,288,1,QCM,0.6,0.22,8.7,10,101,111,107,10,97,1.04,9.35,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
4551,2019,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,288,1,QCM,0.68,0.16,26.9,27,72,99,27,27,0,3.67,100.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
5617,2020,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,288,1,QCM,0.63,0.24,19.77,20,82,102,61,20,41,1.67,32.79,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
288,2015,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,289,2,QCU,0.19,0.88,83.28,11,2,13,11,11,0,1.18,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1354,2016,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,289,2,QROC,0.96,0.25,6.03,1,11,12,6,1,5,2.0,16.67,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
2420,2017,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,289,2,QROC,0.93,0.13,14.31,1,9,10,6,1,5,1.67,16.67,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
3486,2018,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,289,2,QROC,0.76,0.03,10.85,1,8,9,4,1,3,2.25,25.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
4552,2019,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,289,2,QROC,0.02,0.77,81.22,8,2,10,9,8,1,1.11,88.89,Moyen,Facile,1,Plus Facile que la Prediction,Pas Adapte
5618,2020,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,289,2,QROC,0.51,0.27,48.73,4,4,8,8,4,4,1.0,50.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
289,2015,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,290,3,QCU,0.39,0.44,54.48,19,16,35,31,19,12,1.13,61.29,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
1355,2016,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,290,3,QCU,0.33,0.57,37.89,14,22,36,15,14,1,2.4,93.33,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
2421,2017,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,290,3,QCU,0.13,0.8,81.9,32,7,39,38,32,6,1.03,84.21,Moyen,Facile,1,Plus Facile que la Prediction,Pas Adapte
3487,2018,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,290,3,QCU,0.04,0.85,90.14,39,4,43,40,39,1,1.07,97.5,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
4553,2019,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,290,3,QCU,0.35,0.73,56.92,24,18,42,27,24,3,1.56,88.89,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
5619,2020,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,290,3,QCU,0.53,0.25,34.43,15,29,44,21,15,6,2.1,71.43,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
290,2015,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,291,4,QCM,0.6,0.28,8.43,3,31,34,18,3,15,1.89,16.67,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
1356,2016,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,291,4,QCM,0.16,0.79,84.73,32,6,38,36,32,4,1.06,88.89,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
2422,2017,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,291,4,QCM,0.04,0.7,67.61,30,14,44,38,30,8,1.16,78.95,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3488,2018,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,291,4,QCM,0.09,0.77,67.61,28,14,42,31,28,3,1.35,90.32,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4554,2019,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,291,4,QCM,0.15,0.94,67.61,30,14,44,36,30,6,1.22,83.33,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5620,2020,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,291,4,QCM,0.11,0.9,67.61,34,17,51,36,34,2,1.42,94.44,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
291,2015,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,292,5,QCU,0.42,0.36,29.31,16,38,54,24,16,8,2.25,66.67,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1357,2016,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,292,5,QCU,0.72,0.21,23.54,12,38,50,21,12,9,2.38,57.14,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
2423,2017,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,292,5,QCU,0.75,0.38,25.31,12,37,49,34,12,22,1.44,35.29,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
3489,2018,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,292,5,QCU,0.24,0.67,48.86,21,22,43,40,21,19,1.07,52.5,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
4555,2019,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,292,5,QCU,0.12,0.9,66.02,29,15,44,32,29,3,1.38,90.62,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5621,2020,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,292,5,QCU,0.15,0.95,66.02,34,17,51,39,34,5,1.31,87.18,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
292,2015,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,293,6,QCU,0.6,0.31,32.71,29,61,90,68,29,39,1.32,42.65,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1358,2016,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,293,6,QCU,0.62,0.25,19.65,17,70,87,29,17,12,3.0,58.62,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
2424,2017,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,293,6,QCU,0.72,0.29,33.94,26,50,76,71,26,45,1.07,36.62,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
3490,2018,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,293,6,QCU,0.41,0.38,31.8,25,54,79,29,25,4,2.72,86.21,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
4556,2019,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,293,6,QCM,0.65,0.3,26.25,20,57,77,56,20,36,1.38,35.71,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
5622,2020,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,293,6,QCM,0.07,0.88,81.94,66,14,80,67,66,1,1.19,98.51,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Pas Adapte
293,2015,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,294,7,QROC,0.1,0.92,68.2,32,15,47,36,32,4,1.31,88.89,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
1359,2016,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,294,7,QROC,0.15,0.72,68.2,29,14,43,29,29,0,1.48,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
2425,2017,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,294,7,QO,0.02,0.58,68.2,27,12,39,37,27,10,1.05,72.97,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3491,2018,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,294,7,QO,0.01,0.5,68.2,27,13,40,40,27,13,1.0,67.5,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4557,2019,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,294,7,QO,0.14,0.3,68.2,25,12,37,30,25,5,1.23,83.33,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5623,2020,Information-Communication,1,Introduction a l'Etude du Langage,5,La Phonologie,7,294,7,QCM,0.08,0.82,68.2,26,12,38,26,26,0,1.46,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
294,2015,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,295,1,QCU,0.48,0.29,17.56,15,73,88,63,15,48,1.4,23.81,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1360,2016,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,295,1,QCM,0.4,0.35,62.9,53,32,85,76,53,23,1.12,69.74,Facile,Moyen,-1,Plus Difficile que la Prediction,Adapte
2426,2017,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,295,1,QCM,0.46,0.51,62.9,57,33,90,63,57,6,1.43,90.48,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
3492,2018,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,295,1,QROC,0.24,0.28,62.9,48,29,77,64,48,16,1.2,75.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
4558,2019,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,295,1,QROC,0.2,0.27,62.9,44,26,70,48,44,4,1.46,91.67,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
5624,2020,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,295,1,QO,0.24,0.22,62.9,47,27,74,48,47,1,1.54,97.92,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
295,2015,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,296,2,QCU,0.01,0.94,70.55,67,28,95,75,67,8,1.27,89.33,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
1361,2016,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,296,2,QCU,0.16,0.86,70.55,75,32,107,78,75,3,1.37,96.15,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
2427,2017,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,296,2,QCU,0.14,0.88,70.55,71,29,100,92,71,21,1.09,77.17,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3493,2018,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,296,2,QCU,0.17,0.8,70.55,78,33,111,106,78,28,1.05,73.58,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4559,2019,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,296,2,QCU,0.11,0.92,70.55,71,30,101,87,71,16,1.16,81.61,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5625,2020,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,296,2,QCU,0.18,0.82,70.55,63,26,89,89,63,26,1.0,70.79,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
296,2015,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,297,3,QCM,0.56,0.15,33.05,31,64,95,87,31,56,1.09,35.63,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
1362,2016,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,297,3,QCM,0.38,0.44,58.59,53,38,91,56,53,3,1.62,94.64,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
2428,2017,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,297,3,QCM,0.31,0.69,57.02,58,44,102,64,58,6,1.59,90.62,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
3494,2018,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,297,3,QCM,0.06,0.85,92.93,99,8,107,100,99,1,1.07,99.0,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
4560,2019,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,297,3,QCM,0.45,0.33,55.62,68,55,123,113,68,45,1.09,60.18,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
5626,2020,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,297,3,QCM,0.6,0.17,0.55,1,139,140,124,1,123,1.13,0.81,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
297,2015,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,298,4,QCM,0.62,0.27,13.75,8,47,55,26,8,18,2.12,30.77,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
1363,2016,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,298,4,QCM,0.74,0.24,1.09,1,48,49,24,1,23,2.04,4.17,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
2429,2017,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,298,4,QCM,0.66,0.27,6.39,3,48,51,44,3,41,1.16,6.82,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
3495,2018,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,298,4,QCU,0.31,0.58,64.15,31,17,48,43,31,12,1.12,72.09,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
4561,2019,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,298,4,QCU,0.37,0.63,64.15,28,16,44,39,28,11,1.13,71.79,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
5627,2020,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,298,4,QCU,0.29,0.42,64.15,24,13,37,33,24,9,1.12,72.73,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
298,2015,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,299,5,QROC,0.08,0.74,85.63,46,8,54,52,46,6,1.04,88.46,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1364,2016,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,299,5,QO,0.11,0.38,69.4,42,19,61,54,42,12,1.13,77.78,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
2430,2017,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,299,5,QO,0.09,0.72,69.4,46,20,66,60,46,14,1.1,76.67,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3496,2018,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,299,5,QROC,0.18,0.92,69.4,43,19,62,47,43,4,1.32,91.49,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4562,2019,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,299,5,QROC,0.2,0.89,69.4,40,17,57,43,40,3,1.33,93.02,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5628,2020,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,299,5,QROC,0.15,0.76,69.4,44,20,64,52,44,8,1.23,84.62,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
299,2015,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,300,6,QCU,0.34,0.43,47.52,41,45,86,85,41,44,1.01,48.24,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
1365,2016,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,300,6,QCU,0.25,0.62,38.22,32,53,85,71,32,39,1.2,45.07,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
2431,2017,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,300,6,QCU,0.05,0.85,84.35,83,15,98,88,83,5,1.11,94.32,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
3497,2018,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,300,6,QCU,0.58,0.26,2.58,3,95,98,55,3,52,1.78,5.45,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
4563,2019,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,300,6,QO,0.01,0.43,70.89,64,26,90,89,64,25,1.01,71.91,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5629,2020,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,300,6,QO,0.02,0.36,70.89,62,26,88,84,62,22,1.05,73.81,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
300,2015,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,301,7,QCM,0.12,0.92,82.35,36,8,44,38,36,2,1.16,94.74,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1366,2016,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,301,7,QCM,0.52,0.18,19.42,9,36,45,19,9,10,2.37,47.37,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
2432,2017,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,301,7,QCM,0.36,0.35,45.22,23,27,50,36,23,13,1.39,63.89,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
3498,2018,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,301,7,QCM,0.66,0.29,17.79,8,39,47,28,8,20,1.68,28.57,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
4564,2019,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,301,7,QCM,0.62,0.17,6.83,3,38,41,30,3,27,1.37,10.0,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
5630,2020,Information-Communication,1,Introduction a l'Etude du Langage,6,La Syntaxe,7,301,7,QCM,0.41,0.68,53.05,25,22,47,38,25,13,1.24,65.79,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
301,2015,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,302,1,QCU,0.04,0.93,97.92,98,2,100,98,98,0,1.02,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1367,2016,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,302,1,QCU,0.22,0.57,63.62,70,40,110,82,70,12,1.34,85.37,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
2433,2017,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,302,1,QCU,0.28,0.46,63.62,75,43,118,117,75,42,1.01,64.1,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
3499,2018,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,302,1,QCU,0.29,0.64,63.62,84,48,132,118,84,34,1.12,71.19,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
4565,2019,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,302,1,QCU,0.31,0.4,63.62,76,43,119,106,76,30,1.12,71.7,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
5631,2020,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,302,1,QCU,0.3,0.54,63.62,67,38,105,84,67,17,1.25,79.76,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
302,2015,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,303,2,QCM,0.47,0.41,35.03,9,18,27,16,9,7,1.69,56.25,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
1368,2016,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,303,2,QCM,0.11,0.71,70.08,16,7,23,17,16,1,1.35,94.12,Moyen,Facile,1,Plus Facile que la Prediction,Adapte
2434,2017,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,303,2,QCM,0.16,0.81,70.08,18,7,25,23,18,5,1.09,78.26,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3500,2018,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,303,2,QCM,0.13,0.96,70.08,15,7,22,17,15,2,1.29,88.24,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4566,2019,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,303,2,QCM,0.1,0.88,70.08,14,6,20,17,14,3,1.18,82.35,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5632,2020,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,303,2,QCM,0.11,0.96,70.08,15,6,21,18,15,3,1.17,83.33,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
303,2015,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,304,3,QCU,0.05,0.84,68.18,52,24,76,57,52,5,1.33,91.23,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
1369,2016,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,304,3,QCU,0.05,0.79,68.18,46,21,67,59,46,13,1.14,77.97,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
2435,2017,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,304,3,QCU,0.13,0.96,68.18,51,24,75,72,51,21,1.04,70.83,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3501,2018,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,304,3,QCU,0.08,0.75,68.18,58,27,85,72,58,14,1.18,80.56,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4567,2019,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,304,3,QCU,0.06,0.81,68.18,66,31,97,66,66,0,1.47,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5633,2020,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,304,3,QCU,0.05,0.99,68.18,67,31,98,96,67,29,1.02,69.79,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
304,2015,Information-Communication,1,Introduction a l'Etude du Langage,7,Le Developpement du Langage,13,305,4,QCM,0.04,0.83,87.95,55,7,62,59,55,4,1.05,93.22,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Pas Adapte
