,Course_ID,Year,Course_Duration,Course_Duration_Digit,Number_Ressources,Number_Video,Number_Quiz,Number_Exam,Basic_Sequence,Advanced_Sequence
5294,156,2018,30,17,13,4,9,0,Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Quiz,Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid3H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid3H
5295,157,2018,22,22,16,12,3,1,Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Exam-Vid,Vid2H-Vid2H-Exam1H-Vid1H-Quiz2H-Vid1H-Quiz2H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid2H-Vid1H-Vid1H-Vid1H
6390,157,2019,22,22,17,12,4,1,Vid-Vid-Vid-Quiz-Vid-Exam-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid,Vid1H-Vid1H-Quiz1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz2H-Exam4H-Vid1H
7355,157,2020,22,22,14,3,10,1,Quiz-Exam-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Quiz,Quiz1H-Vid4H-Quiz1H-Quiz1H-Vid3H-Quiz1H-Quiz2H-Exam2H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Quiz1H
1170,157,2014,22,18,12,3,7,2,Quiz-Vid-Quiz-Quiz-Quiz-Exam-Quiz-Vid-Exam-Vid-Quiz-Quiz,Quiz1H-Quiz2H-Vid4H-Exam1H-Vid2H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Exam1H-Quiz1H-Quiz2H
3178,157,2016,22,22,12,5,6,1,Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Exam-Quiz-Quiz-Quiz-Quiz,Quiz2H-Vid1H-Quiz1H-Quiz2H-Vid2H-Quiz2H-Exam1H-Quiz2H-Quiz2H-Vid4H-Vid2H-Vid1H
4199,157,2017,22,22,13,6,6,1,Quiz-Exam-Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz,Quiz1H-Vid1H-Vid4H-Quiz2H-Quiz1H-Quiz2H-Quiz1H-Quiz2H-Vid2H-Vid2H-Vid1H-Vid1H-Exam2H
156,157,2013,22,18,18,9,6,3,Vid-Quiz-Exam-Quiz-Exam-Quiz-Vid-Vid-Vid-Exam-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid,Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Exam1H-Vid1H-Quiz1H-Quiz1H-Exam1H-Quiz1H-Vid1H-Exam1H-Vid1H-Vid1H-Vid1H-Vid1H
2082,157,2015,22,21,20,11,8,1,Vid-Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Exam-Vid-Vid-Vid-Quiz-Quiz,Exam1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz2H-Vid1H-Quiz1H-Vid1H
7356,158,2020,26,26,15,7,7,1,Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Exam-Vid-Vid-Vid-Vid-Vid-Vid,Quiz1H-Vid3H-Vid3H-Vid1H-Quiz1H-Exam1H-Vid3H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Vid1H-Quiz1H
157,158,2013,26,11,10,5,4,1,Quiz-Vid-Quiz-Exam-Vid-Vid-Quiz-Quiz-Vid-Vid,Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz2H-Vid1H-Exam1H-Quiz1H-Quiz1H
5296,158,2018,26,21,14,6,6,2,Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Exam-Exam-Quiz-Quiz,Quiz1H-Vid1H-Exam1H-Vid3H-Quiz2H-Quiz1H-Vid1H-Vid2H-Quiz1H-Quiz1H-Vid2H-Vid1H-Quiz1H-Exam3H
3179,158,2016,26,18,17,10,5,2,Vid-Exam-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Exam,Quiz1H-Exam1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Exam2H
2083,158,2015,26,14,10,3,5,2,Vid-Exam-Quiz-Vid-Vid-Exam-Quiz-Quiz-Quiz-Quiz,Vid1H-Exam1H-Exam2H-Quiz1H-Quiz2H-Quiz2H-Quiz1H-Vid1H-Vid1H-Quiz2H
6391,158,2019,26,24,15,8,6,1,Vid-Vid-Vid-Quiz-Exam-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz,Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Exam4H-Vid1H-Quiz2H-Vid1H-Vid2H-Vid1H-Vid3H-Quiz2H-Quiz2H-Quiz1H
4200,158,2017,26,21,18,8,9,1,Quiz-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Exam-Quiz-Quiz-Quiz-Vid-Vid-Vid,Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Exam4H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H
1171,158,2014,26,12,11,9,1,1,Exam-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid,Vid1H-Exam1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H
1172,159,2014,7,4,3,1,1,1,Exam-Vid-Quiz,Vid1H-Quiz2H-Exam1H
6392,159,2019,7,7,6,3,2,1,Quiz-Vid-Exam-Quiz-Vid-Vid,Quiz2H-Exam1H-Vid1H-Vid1H-Quiz1H-Vid1H
5297,159,2018,7,7,5,2,3,0,Quiz-Vid-Quiz-Vid-Quiz,Quiz2H-Vid2H-Quiz1H-Quiz1H-Vid1H
2084,159,2015,7,6,5,2,2,1,Quiz-Quiz-Vid-Vid-Exam,Quiz2H-Vid1H-Exam1H-Vid1H-Quiz1H
7357,159,2020,7,7,7,5,2,0,Vid-Quiz-Vid-Vid-Quiz-Vid-Vid,Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H
3180,159,2016,7,6,6,2,3,1,Quiz-Vid-Vid-Quiz-Quiz-Exam,Vid1H-Quiz1H-Exam1H-Quiz1H-Vid1H-Quiz1H
4201,159,2017,7,7,5,1,4,0,Quiz-Quiz-Quiz-Vid-Quiz,Quiz1H-Quiz1H-Quiz1H-Vid3H-Quiz1H
158,159,2013,7,4,3,1,1,1,Exam-Vid-Quiz,Quiz2H-Vid1H-Exam1H
6393,160,2019,21,21,9,3,5,1,Quiz-Exam-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz,Quiz2H-Vid3H-Vid3H-Vid4H-Quiz1H-Quiz1H-Quiz2H-Quiz2H-Exam3H
1173,160,2014,21,18,17,8,8,1,Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Exam,Quiz1H-Quiz1H-Exam1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H
2085,160,2015,21,20,17,11,6,0,Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid,Quiz1H-Vid1H-Quiz1H-Vid2H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid3H-Vid1H-Vid1H-Vid1H-Quiz1H
7358,160,2020,21,21,15,8,6,1,Vid-Exam-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Quiz,Vid1H-Quiz2H-Vid2H-Vid2H-Quiz1H-Exam1H-Quiz1H-Quiz1H-Vid2H-Vid1H-Vid3H-Vid1H-Vid1H-Quiz1H-Quiz1H
3181,160,2016,21,21,12,6,5,1,Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid-Exam-Quiz,Vid2H-Quiz2H-Quiz2H-Vid2H-Vid2H-Quiz1H-Vid2H-Exam1H-Vid2H-Vid1H-Quiz2H-Quiz2H
159,160,2013,21,15,8,4,3,1,Vid-Quiz-Exam-Vid-Quiz-Vid-Vid-Quiz,Vid1H-Exam4H-Quiz2H-Vid3H-Vid1H-Quiz2H-Quiz1H-Vid1H
4202,160,2017,21,21,20,8,12,0,Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid,Vid1H-Quiz1H-Quiz1H-Vid2H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H
5298,160,2018,21,21,12,3,6,3,Exam-Exam-Quiz-Vid-Quiz-Quiz-Quiz-Exam-Vid-Quiz-Quiz-Vid,Quiz1H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Exam1H-Quiz1H-Vid3H-Exam1H-Quiz2H-Exam2H-Vid4H
2086,161,2015,34,4,2,1,1,0,Vid-Quiz,Quiz1H-Vid3H
4203,161,2017,34,6,5,2,3,0,Vid-Quiz-Quiz-Vid-Quiz,Quiz1H-Vid2H-Quiz1H-Quiz1H-Vid1H
5299,161,2018,34,7,6,2,2,2,Vid-Vid-Quiz-Quiz-Exam-Exam,Quiz1H-Quiz2H-Exam1H-Exam1H-Vid1H-Vid1H
6394,161,2019,34,8,5,2,2,1,Vid-Vid-Exam-Quiz-Quiz,Vid2H-Quiz1H-Exam2H-Quiz2H-Vid1H
7359,161,2020,34,8,4,1,2,1,Exam-Vid-Quiz-Quiz,Quiz2H-Quiz1H-Exam1H-Vid4H
3182,161,2016,34,5,5,4,1,0,Vid-Vid-Quiz-Vid-Vid,Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H
1174,161,2014,34,4,3,2,1,0,Vid-Quiz-Vid,Quiz2H-Vid1H-Vid1H
160,161,2013,34,3,3,1,2,0,Quiz-Vid-Quiz,Vid1H-Quiz1H-Quiz1H
5300,162,2018,31,19,13,8,3,2,Quiz-Exam-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Exam-Vid-Vid,Vid1H-Exam2H-Vid1H-Quiz2H-Exam1H-Vid1H-Vid3H-Quiz2H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H
4204,162,2017,31,17,11,6,4,1,Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Exam-Quiz,Vid1H-Quiz2H-Vid2H-Vid1H-Quiz2H-Exam1H-Quiz1H-Vid2H-Quiz2H-Vid2H-Vid1H
7360,162,2020,31,25,15,8,5,2,Vid-Vid-Vid-Vid-Quiz-Vid-Exam-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Exam-Vid,Vid2H-Quiz2H-Quiz2H-Quiz2H-Exam2H-Vid1H-Exam1H-Vid4H-Vid1H-Vid1H-Vid2H-Quiz1H-Quiz1H-Vid2H-Vid1H
2087,162,2015,31,11,8,2,4,2,Exam-Quiz-Vid-Exam-Quiz-Quiz-Vid-Quiz,Vid1H-Exam1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Exam1H
3183,162,2016,31,15,11,3,8,0,Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid,Quiz1H-Vid1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid4H
1175,162,2014,31,10,8,3,3,2,Vid-Quiz-Exam-Quiz-Vid-Exam-Vid-Quiz,Quiz1H-Vid1H-Exam1H-Vid2H-Exam1H-Quiz2H-Vid1H-Quiz1H
161,162,2013,31,9,8,4,4,0,Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid,Vid1H-Quiz1H-Vid1H-Vid2H-Vid1H-Quiz1H-Quiz1H-Quiz1H
6395,162,2019,31,21,19,7,10,2,Vid-Vid-Vid-Vid-Quiz-Exam-Quiz-Quiz-Quiz-Quiz-Vid-Exam-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Vid,Vid1H-Exam1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid2H-Vid1H-Quiz1H-Quiz1H-Quiz2H-Quiz1H-Quiz1H-Vid1H-Exam1H
3184,163,2016,54,23,23,14,8,1,Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Exam,Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Exam1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H
4205,163,2017,54,34,31,24,4,3,Vid-Vid-Quiz-Exam-Vid-Vid-Exam-Vid-Vid-Vid-Vid-Quiz-Vid-Exam-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid,Exam1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Exam1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Vid1H-Vid1H-Exam1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H
7361,163,2020,54,51,35,23,9,3,Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Exam-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Exam-Exam-Vid-Vid-Quiz-Vid-Vid,Quiz2H-Quiz2H-Vid1H-Vid3H-Vid1H-Quiz2H-Quiz2H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid3H-Vid1H-Vid1H-Vid2H-Exam1H-Vid2H-Vid1H-Quiz2H-Exam2H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Exam1H
162,163,2013,54,14,12,7,4,1,Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Quiz-Exam-Vid-Vid-Quiz,Quiz2H-Exam1H-Vid2H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H
1176,163,2014,54,16,13,5,7,1,Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Exam-Quiz-Quiz-Quiz-Quiz,Quiz2H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Exam3H-Quiz1H-Quiz1H
2088,163,2015,54,21,15,7,5,3,Quiz-Quiz-Vid-Exam-Quiz-Quiz-Vid-Exam-Vid-Quiz-Vid-Exam-Vid-Vid-Vid,Vid2H-Vid1H-Exam1H-Vid1H-Quiz2H-Quiz2H-Quiz1H-Vid2H-Exam1H-Vid1H-Exam1H-Quiz2H-Quiz1H-Vid1H-Vid2H
6396,163,2019,54,52,31,23,6,2,Quiz-Vid-Quiz-Vid-Quiz-Exam-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Exam-Vid-Vid-Quiz-Quiz-Vid,Vid1H-Vid1H-Vid2H-Quiz2H-Vid3H-Vid1H-Vid1H-Vid3H-Exam2H-Vid3H-Quiz2H-Vid1H-Vid1H-Vid1H-Exam1H-Vid1H-Vid1H-Vid3H-Vid1H-Vid2H-Vid3H-Vid3H-Quiz2H-Vid1H-Quiz2H-Vid1H-Quiz2H-Vid1H-Quiz2H-Vid1H-Vid1H
5301,163,2018,54,49,25,13,11,1,Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Exam-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Quiz,Exam1H-Quiz2H-Quiz1H-Vid2H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Quiz2H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Vid4H-Vid3H-Vid3H-Vid3H-Quiz1H-Vid2H-Vid2H-Quiz1H-Vid3H-Vid3H-Vid4H-Vid2H
7362,164,2020,5,5,3,1,1,1,Exam-Quiz-Vid,Quiz2H-Exam1H-Vid2H
2089,164,2015,5,5,3,1,1,1,Vid-Exam-Quiz,Vid2H-Quiz2H-Exam1H
4206,164,2017,5,5,5,2,2,1,Quiz-Vid-Exam-Quiz-Vid,Vid1H-Quiz1H-Vid1H-Quiz1H-Exam1H
1177,164,2014,5,3,2,1,1,0,Vid-Quiz,Quiz2H-Vid1H
6397,164,2019,5,5,3,1,1,1,Vid-Quiz-Exam,Quiz2H-Vid2H-Exam1H
163,164,2013,5,3,3,1,2,0,Quiz-Vid-Quiz,Vid1H-Quiz1H-Quiz1H
5302,164,2018,5,5,4,3,1,0,Vid-Vid-Vid-Quiz,Vid1H-Vid1H-Quiz2H-Vid1H
3185,164,2016,5,5,4,1,2,1,Quiz-Exam-Vid-Quiz,Vid1H-Quiz2H-Exam1H-Quiz1H
6398,165,2019,15,15,11,6,4,1,Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid-Exam,Vid1H-Exam2H-Quiz2H-Vid2H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid2H-Quiz1H
1178,165,2014,15,4,4,2,2,0,Quiz-Vid-Quiz-Vid,Vid1H-Quiz1H-Quiz1H-Vid1H
4207,165,2017,15,11,8,4,4,0,Vid-Quiz-Vid-Vid-Quiz-Vid-Quiz-Quiz,Vid1H-Vid2H-Quiz2H-Quiz1H-Vid1H-Quiz2H-Quiz1H-Vid1H
2090,165,2015,15,5,5,1,3,1,Quiz-Quiz-Quiz-Exam-Vid,Vid1H-Quiz1H-Quiz1H-Exam1H-Quiz1H
164,165,2013,15,4,3,1,1,1,Exam-Vid-Quiz,Vid1H-Quiz2H-Exam1H
7363,165,2020,15,15,13,7,5,1,Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Exam-Vid,Vid1H-Vid1H-Exam3H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H
5303,165,2018,15,15,14,8,5,1,Quiz-Quiz-Quiz-Vid-Vid-Vid-Quiz-Exam-Vid-Vid-Vid-Vid-Quiz-Vid,Quiz1H-Vid1H-Vid1H-Vid2H-Vid1H-Quiz1H-Vid1H-Exam1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H
3186,165,2016,15,8,5,2,2,1,Vid-Quiz-Vid-Quiz-Exam,Quiz2H-Exam1H-Vid2H-Quiz2H-Vid1H
1179,166,2014,30,16,7,2,4,1,Quiz-Quiz-Vid-Exam-Vid-Quiz-Quiz,Vid3H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Exam4H-Quiz2H
2091,166,2015,30,19,14,7,5,2,Vid-Exam-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Exam-Quiz,Quiz1H-Quiz2H-Quiz1H-Vid3H-Vid2H-Vid1H-Vid1H-Exam1H-Vid1H-Quiz1H-Vid1H-Exam1H-Vid1H-Quiz2H
6399,166,2019,30,30,16,6,7,3,Vid-Quiz-Vid-Vid-Quiz-Exam-Exam-Quiz-Exam-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Vid,Quiz1H-Vid3H-Vid3H-Quiz2H-Quiz2H-Quiz1H-Vid2H-Quiz1H-Vid3H-Vid1H-Exam1H-Exam1H-Exam1H-Quiz2H-Quiz2H-Vid4H
3187,166,2016,30,26,22,16,5,1,Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Exam-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz,Vid1H-Vid1H-Vid2H-Vid1H-Vid1H-Exam1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid2H-Quiz1H-Vid1H-Vid1H-Vid2H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz2H
5304,166,2018,30,30,29,19,10,0,Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid,Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Vid1H-Vid1H-Vid1H-Vid1H
4208,166,2017,30,28,19,4,14,1,Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Exam-Quiz,Quiz1H-Quiz1H-Quiz1H-Quiz2H-Quiz2H-Quiz1H-Exam1H-Quiz1H-Vid3H-Vid3H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Quiz1H-Vid2H
7364,166,2020,30,30,17,10,6,1,Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Exam-Vid-Vid,Vid1H-Vid2H-Exam4H-Quiz1H-Vid1H-Vid3H-Vid1H-Quiz1H-Quiz1H-Quiz2H-Vid3H-Vid1H-Quiz1H-Vid3H-Vid2H-Quiz2H-Vid1H
165,166,2013,30,12,7,3,4,0,Quiz-Quiz-Vid-Quiz-Vid-Quiz-Vid,Quiz2H-Vid1H-Vid1H-Quiz1H-Quiz2H-Quiz2H-Vid3H
4209,167,2017,15,0,0,0,0,0,,
5305,167,2018,15,0,0,0,0,0,,
7365,167,2020,15,0,0,0,0,0,,
2092,167,2015,15,0,0,0,0,0,,
166,167,2013,15,0,0,0,0,0,,
1180,167,2014,15,0,0,0,0,0,,
6400,167,2019,15,0,0,0,0,0,,
3188,167,2016,15,0,0,0,0,0,,
6401,168,2019,48,48,28,8,16,4,Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Exam-Quiz-Vid-Quiz-Quiz-Vid-Exam-Quiz-Quiz-Quiz-Exam-Quiz-Vid-Vid-Quiz-Exam,Vid3H-Vid4H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Exam1H-Quiz1H-Quiz1H-Vid4H-Quiz1H-Vid4H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Quiz1H-Vid4H-Exam1H-Quiz2H-Exam1H-Vid2H-Quiz1H-Exam1H-Quiz1H
5306,168,2018,48,48,41,33,7,1,Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Exam-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid,Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid2H-Quiz1H-Vid1H-Quiz1H-Exam1H-Vid2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid2H-Quiz1H-Vid1H
167,168,2013,48,41,23,13,9,1,Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Exam-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Quiz,Vid1H-Quiz1H-Vid3H-Quiz1H-Vid1H-Vid3H-Vid1H-Vid4H-Vid2H-Vid1H-Vid2H-Quiz2H-Quiz1H-Vid1H-Quiz1H-Quiz2H-Exam3H-Quiz2H-Quiz2H-Vid2H-Vid3H-Quiz1H-Vid1H
4210,168,2017,48,48,39,25,11,3,Vid-Vid-Exam-Vid-Quiz-Exam-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid-Exam-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid,Vid1H-Vid1H-Exam1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Quiz1H-Quiz2H-Vid1H-Vid1H-Vid1H-Exam1H-Quiz2H-Quiz1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid4H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz2H-Vid1H-Exam1H-Vid1H
2093,168,2015,48,47,35,16,17,2,Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Vid-Exam-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz-Exam-Vid-Quiz-Vid-Vid,Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz2H-Vid1H-Quiz1H-Exam2H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Quiz2H-Quiz2H-Quiz1H-Quiz1H-Quiz2H-Quiz2H-Vid1H-Quiz2H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz2H-Exam1H-Vid1H-Quiz1H-Vid4H-Vid1H
