,Year,Course_ID,Course_Duration,Course_Ressources,Course_Ress_Digit,Course_Ress_inClass,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
300,2013,301,17,11,5,6,3,2,0,4,2,0
1284,2014,301,17,11,6,5,3,3,0,4,1,0
2268,2015,301,17,11,7,4,4,3,0,3,1,0
3252,2016,301,17,11,8,3,4,4,0,3,0,0
4236,2017,301,17,11,9,2,5,4,0,2,0,0
5220,2018,301,17,11,9,2,5,4,0,2,0,0
6204,2019,301,17,11,10,1,6,4,0,1,0,0
7188,2020,301,17,11,11,0,7,4,0,0,0,0
301,2013,302,38,32,13,19,4,7,2,12,6,1
1285,2014,302,38,32,14,18,4,8,2,12,5,1
2269,2015,302,38,32,14,18,4,8,2,12,5,1
3253,2016,302,38,32,14,18,4,8,2,12,5,1
4237,2017,302,38,32,17,15,6,9,2,10,4,1
5221,2018,302,38,32,18,14,7,9,2,9,4,1
6205,2019,302,38,32,22,10,7,13,2,9,0,1
7189,2020,302,38,32,26,6,11,13,2,5,0,1
302,2013,303,14,12,4,8,2,1,1,5,2,1
1286,2014,303,14,12,4,8,2,1,1,5,2,1
2270,2015,303,14,12,5,7,2,2,1,5,1,1
3254,2016,303,14,12,6,6,3,2,1,4,1,1
4238,2017,303,14,12,6,6,3,2,1,4,1,1
5222,2018,303,14,12,7,5,4,2,1,3,1,1
6206,2019,303,14,12,8,4,5,2,1,2,1,1
7190,2020,303,14,12,9,3,5,3,1,2,0,1
303,2013,304,5,2,1,1,0,1,0,0,1,0
1287,2014,304,5,2,2,0,0,2,0,0,0,0
2271,2015,304,5,2,2,0,0,2,0,0,0,0
3255,2016,304,5,2,2,0,0,2,0,0,0,0
4239,2017,304,5,2,2,0,0,2,0,0,0,0
5223,2018,304,5,2,2,0,0,2,0,0,0,0
6207,2019,304,5,2,2,0,0,2,0,0,0,0
7191,2020,304,5,2,2,0,0,2,0,0,0,0
304,2013,305,27,17,9,8,4,5,0,5,2,1
1288,2014,305,27,17,9,8,4,5,0,5,2,1
2272,2015,305,27,17,10,7,4,6,0,5,1,1
3256,2016,305,27,17,11,6,4,7,0,5,0,1
4240,2017,305,27,17,14,3,7,7,0,2,0,1
5224,2018,305,27,17,14,3,7,7,0,2,0,1
6208,2019,305,27,17,16,1,9,7,0,0,0,1
7192,2020,305,27,17,16,1,9,7,0,0,0,1
305,2013,306,37,25,3,22,1,2,0,14,6,2
1289,2014,306,37,25,4,21,2,2,0,13,6,2
2273,2015,306,37,25,5,20,2,3,0,13,5,2
3257,2016,306,37,25,6,19,2,4,0,13,4,2
4241,2017,306,37,25,6,19,2,4,0,13,4,2
5225,2018,306,37,25,6,19,2,4,0,13,4,2
6209,2019,306,37,25,7,18,2,5,0,13,3,2
7193,2020,306,37,25,9,16,2,7,0,13,1,2
306,2013,307,11,7,2,5,1,1,0,3,1,1
1290,2014,307,11,7,2,5,1,1,0,3,1,1
2274,2015,307,11,7,2,5,1,1,0,3,1,1
3258,2016,307,11,7,2,5,1,1,0,3,1,1
4242,2017,307,11,7,3,4,2,1,0,2,1,1
5226,2018,307,11,7,3,4,2,1,0,2,1,1
6210,2019,307,11,7,3,4,2,1,0,2,1,1
7194,2020,307,11,7,3,4,2,1,0,2,1,1
307,2013,308,15,10,4,6,3,1,0,3,2,1
1291,2014,308,15,10,4,6,3,1,0,3,2,1
2275,2015,308,15,10,4,6,3,1,0,3,2,1
3259,2016,308,15,10,5,5,3,2,0,3,1,1
4243,2017,308,15,10,5,5,3,2,0,3,1,1
5227,2018,308,15,10,6,4,3,3,0,3,0,1
6211,2019,308,15,10,7,3,4,3,0,2,0,1
7195,2020,308,15,10,8,2,5,3,0,1,0,1
308,2013,309,18,7,2,5,1,1,0,3,2,0
1292,2014,309,18,7,2,5,1,1,0,3,2,0
2276,2015,309,18,7,2,5,1,1,0,3,2,0
3260,2016,309,18,7,3,4,1,2,0,3,1,0
4244,2017,309,18,7,3,4,1,2,0,3,1,0
5228,2018,309,18,7,4,3,1,3,0,3,0,0
6212,2019,309,18,7,4,3,1,3,0,3,0,0
7196,2020,309,18,7,4,3,1,3,0,3,0,0
309,2013,310,22,8,3,5,3,0,0,2,2,1
1293,2014,310,22,8,3,5,3,0,0,2,2,1
2277,2015,310,22,8,4,4,4,0,0,1,2,1
3261,2016,310,22,8,5,3,5,0,0,0,2,1
4245,2017,310,22,8,5,3,5,0,0,0,2,1
5229,2018,310,22,8,5,3,5,0,0,0,2,1
6213,2019,310,22,8,6,2,5,1,0,0,1,1
7197,2020,310,22,8,7,1,5,2,0,0,0,1
310,2013,311,22,22,11,11,5,6,0,7,4,0
1294,2014,311,22,22,13,9,7,6,0,5,4,0
2278,2015,311,22,22,16,6,7,9,0,5,1,0
3262,2016,311,22,22,18,4,8,10,0,4,0,0
4246,2017,311,22,22,19,3,9,10,0,3,0,0
5230,2018,311,22,22,20,2,10,10,0,2,0,0
6214,2019,311,22,22,22,0,12,10,0,0,0,0
7198,2020,311,22,22,22,0,12,10,0,0,0,0
311,2013,312,11,5,2,3,1,1,0,1,1,1
1295,2014,312,11,5,2,3,1,1,0,1,1,1
2279,2015,312,11,5,2,3,1,1,0,1,1,1
3263,2016,312,11,5,2,3,1,1,0,1,1,1
4247,2017,312,11,5,3,2,2,1,0,0,1,1
5231,2018,312,11,5,3,2,2,1,0,0,1,1
6215,2019,312,11,5,3,2,2,1,0,0,1,1
7199,2020,312,11,5,3,2,2,1,0,0,1,1
312,2013,313,8,7,1,6,1,0,0,4,1,1
1296,2014,313,8,7,2,5,1,1,0,4,0,1
2280,2015,313,8,7,2,5,1,1,0,4,0,1
3264,2016,313,8,7,2,5,1,1,0,4,0,1
4248,2017,313,8,7,2,5,1,1,0,4,0,1
5232,2018,313,8,7,2,5,1,1,0,4,0,1
6216,2019,313,8,7,3,4,2,1,0,3,0,1
7200,2020,313,8,7,3,4,2,1,0,3,0,1
313,2013,314,36,28,12,16,7,4,1,11,4,1
1297,2014,314,36,28,14,14,8,5,1,10,3,1
2281,2015,314,36,28,15,13,9,5,1,9,3,1
3265,2016,314,36,28,16,12,9,6,1,9,2,1
4249,2017,314,36,28,18,10,11,6,1,7,2,1
5233,2018,314,36,28,18,10,11,6,1,7,2,1
6217,2019,314,36,28,20,8,12,7,1,6,1,1
7201,2020,314,36,28,21,7,12,8,1,6,0,1
314,2013,315,32,13,4,9,3,1,0,6,3,0
1298,2014,315,32,13,4,9,3,1,0,6,3,0
2282,2015,315,32,13,5,8,3,2,0,6,2,0
3266,2016,315,32,13,6,7,4,2,0,5,2,0
4250,2017,315,32,13,6,7,4,2,0,5,2,0
5234,2018,315,32,13,6,7,4,2,0,5,2,0
6218,2019,315,32,13,6,7,4,2,0,5,2,0
7202,2020,315,32,13,7,6,5,2,0,4,2,0
315,2013,316,16,6,1,5,1,0,0,3,1,1
1299,2014,316,16,6,1,5,1,0,0,3,1,1
2283,2015,316,16,6,1,5,1,0,0,3,1,1
3267,2016,316,16,6,1,5,1,0,0,3,1,1
4251,2017,316,16,6,1,5,1,0,0,3,1,1
5235,2018,316,16,6,1,5,1,0,0,3,1,1
6219,2019,316,16,6,1,5,1,0,0,3,1,1
7203,2020,316,16,6,1,5,1,0,0,3,1,1
316,2013,317,38,16,8,8,3,4,1,4,3,1
1300,2014,317,38,16,10,6,3,6,1,4,1,1
2284,2015,317,38,16,10,6,3,6,1,4,1,1
3268,2016,317,38,16,12,4,4,6,2,3,1,0
4252,2017,317,38,16,14,2,5,7,2,2,0,0
5236,2018,317,38,16,14,2,5,7,2,2,0,0
6220,2019,317,38,16,15,1,6,7,2,1,0,0
7204,2020,317,38,16,16,0,7,7,2,0,0,0
317,2013,318,10,8,3,5,2,1,0,3,2,0
1301,2014,318,10,8,3,5,2,1,0,3,2,0
2285,2015,318,10,8,3,5,2,1,0,3,2,0
3269,2016,318,10,8,3,5,2,1,0,3,2,0
4253,2017,318,10,8,4,4,3,1,0,2,2,0
5237,2018,318,10,8,4,4,3,1,0,2,2,0
6221,2019,318,10,8,5,3,3,2,0,2,1,0
7205,2020,318,10,8,5,3,3,2,0,2,1,0
318,2013,319,39,12,4,8,1,2,1,6,2,0
1302,2014,319,39,12,4,8,1,2,1,6,2,0
2286,2015,319,39,12,5,7,2,2,1,5,2,0
3270,2016,319,39,12,6,6,3,2,1,4,2,0
4254,2017,319,39,12,6,6,3,2,1,4,2,0
5238,2018,319,39,12,7,5,3,3,1,4,1,0
6222,2019,319,39,12,8,4,4,3,1,3,1,0
7206,2020,319,39,12,8,4,4,3,1,3,1,0
319,2013,320,9,4,1,3,1,0,0,1,1,1
1303,2014,320,9,4,2,2,1,1,0,1,0,1
2287,2015,320,9,4,2,2,1,1,0,1,0,1
3271,2016,320,9,4,2,2,1,1,0,1,0,1
4255,2017,320,9,4,2,2,1,1,0,1,0,1
5239,2018,320,9,4,2,2,1,1,0,1,0,1
6223,2019,320,9,4,2,2,1,1,0,1,0,1
7207,2020,320,9,4,3,1,2,1,0,0,0,1
320,2013,321,23,8,3,5,2,1,0,4,1,0
1304,2014,321,23,8,3,5,2,1,0,4,1,0
2288,2015,321,23,8,4,4,2,2,0,4,0,0
3272,2016,321,23,8,5,3,3,2,0,3,0,0
4256,2017,321,23,8,5,3,3,2,0,3,0,0
5240,2018,321,23,8,6,2,4,2,0,2,0,0
6224,2019,321,23,8,7,1,5,2,0,1,0,0
7208,2020,321,23,8,8,0,6,2,0,0,0,0
321,2013,322,40,29,6,23,5,1,0,14,7,2
1305,2014,322,40,29,7,22,6,1,0,13,7,2
2289,2015,322,40,29,7,22,6,1,0,13,7,2
3273,2016,322,40,29,7,22,6,1,0,13,7,2
4257,2017,322,40,29,8,21,6,2,0,13,6,2
5241,2018,322,40,29,8,21,6,2,0,13,6,2
6225,2019,322,40,29,9,20,7,2,0,12,6,2
7209,2020,322,40,29,11,18,7,4,0,12,4,2
322,2013,323,10,6,1,5,1,0,0,3,1,1
1306,2014,323,10,6,1,5,1,0,0,3,1,1
2290,2015,323,10,6,1,5,1,0,0,3,1,1
3274,2016,323,10,6,1,5,1,0,0,3,1,1
4258,2017,323,10,6,1,5,1,0,0,3,1,1
5242,2018,323,10,6,2,4,2,0,0,2,1,1
6226,2019,323,10,6,2,4,2,0,0,2,1,1
7210,2020,323,10,6,2,4,2,0,0,2,1,1
323,2013,324,15,4,2,2,1,1,0,2,0,0
1307,2014,324,15,4,2,2,1,1,0,2,0,0
2291,2015,324,15,4,2,2,1,1,0,2,0,0
3275,2016,324,15,4,3,1,2,1,0,1,0,0
4259,2017,324,15,4,3,1,2,1,0,1,0,0
5243,2018,324,15,4,3,1,2,1,0,1,0,0
6227,2019,324,15,4,3,1,2,1,0,1,0,0
7211,2020,324,15,4,3,1,2,1,0,1,0,0
324,2013,325,36,22,11,11,3,6,2,7,3,1
1308,2014,325,36,22,12,10,4,6,2,6,3,1
2292,2015,325,36,22,14,8,5,7,2,5,2,1
3276,2016,325,36,22,16,6,7,7,2,3,2,1
4260,2017,325,36,22,19,3,8,9,2,2,0,1
5244,2018,325,36,22,21,1,10,9,2,0,0,1
6228,2019,325,36,22,22,0,10,9,3,0,0,0
7212,2020,325,36,22,22,0,10,9,3,0,0,0
325,2013,326,7,6,3,3,3,0,0,2,1,0
1309,2014,326,7,6,3,3,3,0,0,2,1,0
2293,2015,326,7,6,4,2,4,0,0,1,1,0
3277,2016,326,7,6,5,1,5,0,0,0,1,0
4261,2017,326,7,6,5,1,5,0,0,0,1,0
5245,2018,326,7,6,6,0,5,1,0,0,0,0
6229,2019,326,7,6,6,0,5,1,0,0,0,0
7213,2020,326,7,6,6,0,5,1,0,0,0,0
326,2013,327,34,12,3,9,2,1,0,6,2,1
1310,2014,327,34,12,3,9,2,1,0,6,2,1
2294,2015,327,34,12,4,8,3,1,0,5,2,1
3278,2016,327,34,12,5,7,4,1,0,4,2,1
4262,2017,327,34,12,5,7,4,1,0,4,2,1
5246,2018,327,34,12,6,6,4,2,0,4,1,1
6230,2019,327,34,12,6,6,4,2,0,4,1,1
7214,2020,327,34,12,6,6,4,2,0,4,1,1
327,2013,328,34,29,15,14,10,3,2,10,3,1
1311,2014,328,34,29,17,12,11,4,2,9,2,1
2295,2015,328,34,29,18,11,12,4,2,8,2,1
3279,2016,328,34,29,22,7,16,4,2,4,2,1
4263,2017,328,34,29,23,6,16,5,2,4,1,1
5247,2018,328,34,29,24,5,16,6,2,4,0,1
6231,2019,328,34,29,27,2,19,6,2,1,0,1
7215,2020,328,34,29,29,0,20,6,3,0,0,0
328,2013,329,31,29,12,17,6,6,0,12,5,0
1312,2014,329,31,29,14,15,8,6,0,10,5,0
2296,2015,329,31,29,17,12,8,9,0,10,2,0
3280,2016,329,31,29,17,12,8,9,0,10,2,0
4264,2017,329,31,29,18,11,9,9,0,9,2,0
5248,2018,329,31,29,18,11,9,9,0,9,2,0
6232,2019,329,31,29,19,10,9,10,0,9,1,0
7216,2020,329,31,29,24,5,14,10,0,4,1,0
329,2013,330,28,19,5,14,3,2,0,10,3,1
1313,2014,330,28,19,6,13,3,3,0,10,2,1
2297,2015,330,28,19,7,12,3,4,0,10,1,1
3281,2016,330,28,19,7,12,3,4,0,10,1,1
4265,2017,330,28,19,8,11,4,4,0,9,1,1
5249,2018,330,28,19,10,9,6,4,0,7,1,1
6233,2019,330,28,19,12,7,7,5,0,6,0,1
7217,2020,330,28,19,14,5,9,5,0,4,0,1
330,2013,331,40,26,8,18,5,3,0,12,6,0
1314,2014,331,40,26,8,18,5,3,0,12,6,0
2298,2015,331,40,26,9,17,6,3,0,11,6,0
3282,2016,331,40,26,10,16,6,4,0,11,5,0
4266,2017,331,40,26,12,14,7,5,0,10,4,0
5250,2018,331,40,26,15,11,9,6,0,8,3,0
6234,2019,331,40,26,17,9,10,7,0,7,2,0
7218,2020,331,40,26,20,6,13,7,0,4,2,0
331,2013,332,59,42,8,34,4,4,0,23,10,1
1315,2014,332,59,42,8,34,4,4,0,23,10,1
2299,2015,332,59,42,8,34,4,4,0,23,10,1
3283,2016,332,59,42,8,34,4,4,0,23,10,1
4267,2017,332,59,42,9,33,4,4,1,23,10,0
5251,2018,332,59,42,10,32,5,4,1,22,10,0
6235,2019,332,59,42,11,31,5,5,1,22,9,0
7219,2020,332,59,42,12,30,6,5,1,21,9,0
332,2013,333,7,3,2,1,2,0,0,0,1,0
1316,2014,333,7,3,2,1,2,0,0,0,1,0
2300,2015,333,7,3,2,1,2,0,0,0,1,0
3284,2016,333,7,3,2,1,2,0,0,0,1,0
4268,2017,333,7,3,2,1,2,0,0,0,1,0
5252,2018,333,7,3,2,1,2,0,0,0,1,0
6236,2019,333,7,3,3,0,2,1,0,0,0,0
7220,2020,333,7,3,3,0,2,1,0,0,0,0
333,2013,334,24,22,8,14,6,2,0,10,3,1
1317,2014,334,24,22,8,14,6,2,0,10,3,1
2301,2015,334,24,22,9,13,6,3,0,10,2,1
3285,2016,334,24,22,10,12,6,4,0,10,1,1
4269,2017,334,24,22,11,11,7,4,0,9,1,1
5253,2018,334,24,22,12,10,8,4,0,8,1,1
6237,2019,334,24,22,14,8,9,5,0,7,0,1
7221,2020,334,24,22,17,5,12,5,0,4,0,1
334,2013,335,15,12,5,7,2,2,1,4,3,0
1318,2014,335,15,12,5,7,2,2,1,4,3,0
2302,2015,335,15,12,6,6,2,3,1,4,2,0
3286,2016,335,15,12,7,5,3,3,1,3,2,0
4270,2017,335,15,12,8,4,3,4,1,3,1,0
5254,2018,335,15,12,8,4,3,4,1,3,1,0
6238,2019,335,15,12,8,4,3,4,1,3,1,0
7222,2020,335,15,12,10,2,4,5,1,2,0,0
335,2013,336,31,31,9,22,4,4,1,14,6,2
1319,2014,336,31,31,9,22,4,4,1,14,6,2
2303,2015,336,31,31,11,20,4,6,1,14,4,2
3287,2016,336,31,31,13,18,4,8,1,14,2,2
4271,2017,336,31,31,15,16,4,10,1,14,0,2
5255,2018,336,31,31,17,14,6,10,1,12,0,2
6239,2019,336,31,31,21,10,9,10,2,9,0,1
7223,2020,336,31,31,26,5,14,10,2,4,0,1
336,2013,337,8,7,1,6,1,0,0,3,2,1
1320,2014,337,8,7,1,6,1,0,0,3,2,1
2304,2015,337,8,7,1,6,1,0,0,3,2,1
3288,2016,337,8,7,1,6,1,0,0,3,2,1
4272,2017,337,8,7,1,6,1,0,0,3,2,1
5256,2018,337,8,7,1,6,1,0,0,3,2,1
6240,2019,337,8,7,1,6,1,0,0,3,2,1
7224,2020,337,8,7,1,6,1,0,0,3,2,1
337,2013,338,9,6,1,5,0,1,0,2,2,1
1321,2014,338,9,6,1,5,0,1,0,2,2,1
2305,2015,338,9,6,1,5,0,1,0,2,2,1
3289,2016,338,9,6,1,5,0,1,0,2,2,1
4273,2017,338,9,6,1,5,0,1,0,2,2,1
5257,2018,338,9,6,1,5,0,1,0,2,2,1
6241,2019,338,9,6,1,5,0,1,0,2,2,1
7225,2020,338,9,6,1,5,0,1,0,2,2,1
338,2013,339,36,15,2,13,1,1,0,9,3,1
1322,2014,339,36,15,3,12,2,1,0,8,3,1
2306,2015,339,36,15,3,12,2,1,0,8,3,1
3290,2016,339,36,15,3,12,2,1,0,8,3,1
4274,2017,339,36,15,3,12,2,1,0,8,3,1
5258,2018,339,36,15,4,11,3,1,0,7,3,1
6242,2019,339,36,15,4,11,3,1,0,7,3,1
7226,2020,339,36,15,5,10,3,2,0,7,2,1
339,2013,340,15,12,1,11,1,0,0,7,3,1
1323,2014,340,15,12,1,11,1,0,0,7,3,1
2307,2015,340,15,12,1,11,1,0,0,7,3,1
3291,2016,340,15,12,1,11,1,0,0,7,3,1
4275,2017,340,15,12,1,11,1,0,0,7,3,1
5259,2018,340,15,12,1,11,1,0,0,7,3,1
6243,2019,340,15,12,1,11,1,0,0,7,3,1
7227,2020,340,15,12,1,11,1,0,0,7,3,1
340,2013,341,35,14,2,12,1,1,0,8,3,1
1324,2014,341,35,14,2,12,1,1,0,8,3,1
2308,2015,341,35,14,3,11,1,2,0,8,2,1
3292,2016,341,35,14,3,11,1,2,0,8,2,1
4276,2017,341,35,14,3,11,1,2,0,8,2,1
5260,2018,341,35,14,3,11,1,2,0,8,2,1
6244,2019,341,35,14,4,10,2,2,0,7,2,1
7228,2020,341,35,14,4,10,2,2,0,7,2,1
341,2013,342,20,7,3,4,1,1,1,2,1,1
1325,2014,342,20,7,3,4,1,1,1,2,1,1
2309,2015,342,20,7,3,4,1,1,1,2,1,1
3293,2016,342,20,7,3,4,1,1,1,2,1,1
4277,2017,342,20,7,4,3,2,1,1,1,1,1
5261,2018,342,20,7,4,3,2,1,1,1,1,1
6245,2019,342,20,7,4,3,2,1,1,1,1,1
7229,2020,342,20,7,4,3,2,1,1,1,1,1
342,2013,343,11,10,2,8,2,0,0,4,3,1
1326,2014,343,11,10,3,7,2,1,0,4,2,1
2310,2015,343,11,10,3,7,2,1,0,4,2,1
3294,2016,343,11,10,4,6,3,1,0,3,2,1
4278,2017,343,11,10,4,6,3,1,0,3,2,1
5262,2018,343,11,10,5,5,3,2,0,3,1,1
6246,2019,343,11,10,5,5,3,2,0,3,1,1
7230,2020,343,11,10,6,4,3,3,0,3,0,1
343,2013,344,25,23,8,15,6,1,1,10,5,0
1327,2014,344,25,23,9,14,6,2,1,10,4,0
2311,2015,344,25,23,11,12,7,3,1,9,3,0
3295,2016,344,25,23,13,10,7,5,1,9,1,0
4279,2017,344,25,23,15,8,9,5,1,7,1,0
5263,2018,344,25,23,16,7,10,5,1,6,1,0
6247,2019,344,25,23,19,4,12,6,1,4,0,0
7231,2020,344,25,23,20,3,13,6,1,3,0,0
344,2013,345,56,26,4,22,3,1,0,15,6,1
1328,2014,345,56,26,4,22,3,1,0,15,6,1
2312,2015,345,56,26,4,22,3,1,0,15,6,1
3296,2016,345,56,26,4,22,3,1,0,15,6,1
4280,2017,345,56,26,5,21,3,2,0,15,5,1
5264,2018,345,56,26,5,21,3,2,0,15,5,1
6248,2019,345,56,26,6,20,3,3,0,15,4,1
7232,2020,345,56,26,7,19,4,3,0,14,4,1
345,2013,346,13,10,1,9,1,0,0,5,3,1
1329,2014,346,13,10,1,9,1,0,0,5,3,1
2313,2015,346,13,10,1,9,1,0,0,5,3,1
3297,2016,346,13,10,1,9,1,0,0,5,3,1
4281,2017,346,13,10,1,9,1,0,0,5,3,1
5265,2018,346,13,10,1,9,1,0,0,5,3,1
6249,2019,346,13,10,1,9,1,0,0,5,3,1
7233,2020,346,13,10,2,8,1,1,0,5,2,1
346,2013,347,8,8,4,4,2,2,0,2,1,1
1330,2014,347,8,8,4,4,2,2,0,2,1,1
2314,2015,347,8,8,5,3,2,3,0,2,0,1
3298,2016,347,8,8,6,2,3,3,0,1,0,1
4282,2017,347,8,8,7,1,4,3,0,0,0,1
5266,2018,347,8,8,8,0,4,3,1,0,0,0
6250,2019,347,8,8,8,0,4,3,1,0,0,0
7234,2020,347,8,8,8,0,4,3,1,0,0,0
347,2013,348,41,40,13,27,4,7,2,18,7,2
1331,2014,348,41,40,16,24,4,10,2,18,4,2
2315,2015,348,41,40,19,21,7,10,2,15,4,2
3299,2016,348,41,40,23,17,10,11,2,12,3,2
4283,2017,348,41,40,25,15,11,12,2,11,2,2
5267,2018,348,41,40,25,15,11,12,2,11,2,2
6251,2019,348,41,40,26,14,12,12,2,10,2,2
7235,2020,348,41,40,31,9,16,13,2,6,1,2
348,2013,349,6,4,2,2,2,0,0,2,0,0
1332,2014,349,6,4,2,2,2,0,0,2,0,0
2316,2015,349,6,4,2,2,2,0,0,2,0,0
3300,2016,349,6,4,2,2,2,0,0,2,0,0
4284,2017,349,6,4,2,2,2,0,0,2,0,0
5268,2018,349,6,4,2,2,2,0,0,2,0,0
6252,2019,349,6,4,2,2,2,0,0,2,0,0
7236,2020,349,6,4,3,1,3,0,0,1,0,0
349,2013,350,29,22,5,17,1,3,1,12,5,0
1333,2014,350,29,22,6,16,1,4,1,12,4,0
2317,2015,350,29,22,6,16,1,4,1,12,4,0
3301,2016,350,29,22,8,14,1,6,1,12,2,0
4285,2017,350,29,22,8,14,1,6,1,12,2,0
5269,2018,350,29,22,10,12,2,7,1,11,1,0
6253,2019,350,29,22,12,10,4,7,1,9,1,0
7237,2020,350,29,22,14,8,6,7,1,7,1,0
350,2013,351,9,9,5,4,3,1,1,2,1,1
1334,2014,351,9,9,6,3,3,2,1,2,0,1
2318,2015,351,9,9,7,2,4,2,1,1,0,1
3302,2016,351,9,9,8,1,5,2,1,0,0,1
4286,2017,351,9,9,8,1,5,2,1,0,0,1
5270,2018,351,9,9,9,0,5,2,2,0,0,0
6254,2019,351,9,9,9,0,5,2,2,0,0,0
7238,2020,351,9,9,9,0,5,2,2,0,0,0
351,2013,352,34,29,6,23,4,1,1,15,6,2
1335,2014,352,34,29,6,23,4,1,1,15,6,2
2319,2015,352,34,29,7,22,4,1,2,15,6,1
3303,2016,352,34,29,9,20,5,1,3,14,6,0
4287,2017,352,34,29,11,18,7,1,3,12,6,0
5271,2018,352,34,29,13,16,9,1,3,10,6,0
6255,2019,352,34,29,14,15,10,1,3,9,6,0
7239,2020,352,34,29,17,12,11,3,3,8,4,0
352,2013,353,32,24,12,12,6,6,0,8,3,1
1336,2014,353,32,24,14,10,6,8,0,8,1,1
2320,2015,353,32,24,15,9,6,9,0,8,0,1
3304,2016,353,32,24,18,6,9,9,0,5,0,1
4288,2017,353,32,24,20,4,11,9,0,3,0,1
5272,2018,353,32,24,22,2,13,9,0,1,0,1
6256,2019,353,32,24,24,0,14,9,1,0,0,0
7240,2020,353,32,24,24,0,14,9,1,0,0,0
353,2013,354,47,46,21,25,13,5,3,16,8,1
1337,2014,354,47,46,22,24,13,6,3,16,7,1
2321,2015,354,47,46,26,20,14,9,3,15,4,1
3305,2016,354,47,46,31,15,15,12,4,14,1,0
4289,2017,354,47,46,36,10,19,13,4,10,0,0
5273,2018,354,47,46,39,7,22,13,4,7,0,0
6257,2019,354,47,46,42,4,25,13,4,4,0,0
7241,2020,354,47,46,44,2,27,13,4,2,0,0
354,2013,355,13,4,2,2,1,1,0,1,1,0
1338,2014,355,13,4,2,2,1,1,0,1,1,0
2322,2015,355,13,4,2,2,1,1,0,1,1,0
3306,2016,355,13,4,2,2,1,1,0,1,1,0
4290,2017,355,13,4,3,1,1,2,0,1,0,0
5274,2018,355,13,4,3,1,1,2,0,1,0,0
6258,2019,355,13,4,4,0,2,2,0,0,0,0
7242,2020,355,13,4,4,0,2,2,0,0,0,0
355,2013,356,17,5,2,3,2,0,0,2,1,0
1339,2014,356,17,5,3,2,2,1,0,2,0,0
2323,2015,356,17,5,3,2,2,1,0,2,0,0
3307,2016,356,17,5,3,2,2,1,0,2,0,0
4291,2017,356,17,5,4,1,3,1,0,1,0,0
5275,2018,356,17,5,4,1,3,1,0,1,0,0
6259,2019,356,17,5,4,1,3,1,0,1,0,0
7243,2020,356,17,5,5,0,4,1,0,0,0,0
356,2013,357,38,10,2,8,2,0,0,6,2,0
1340,2014,357,38,10,3,7,2,1,0,6,1,0
2324,2015,357,38,10,3,7,2,1,0,6,1,0
3308,2016,357,38,10,3,7,2,1,0,6,1,0
4292,2017,357,38,10,3,7,2,1,0,6,1,0
5276,2018,357,38,10,3,7,2,1,0,6,1,0
6260,2019,357,38,10,4,6,3,1,0,5,1,0
7244,2020,357,38,10,5,5,4,1,0,4,1,0
357,2013,358,29,8,3,5,1,1,1,2,2,1
1341,2014,358,29,8,4,4,1,2,1,2,1,1
2325,2015,358,29,8,4,4,1,2,1,2,1,1
3309,2016,358,29,8,5,3,2,2,1,1,1,1
4293,2017,358,29,8,5,3,2,2,1,1,1,1
5277,2018,358,29,8,5,3,2,2,1,1,1,1
6261,2019,358,29,8,6,2,2,3,1,1,0,1
7245,2020,358,29,8,6,2,2,3,1,1,0,1
358,2013,359,58,24,9,15,5,4,0,9,5,1
1342,2014,359,58,24,9,15,5,4,0,9,5,1
2326,2015,359,58,24,11,13,7,4,0,7,5,1
3310,2016,359,58,24,12,12,7,5,0,7,4,1
4294,2017,359,58,24,12,12,7,5,0,7,4,1
5278,2018,359,58,24,14,10,7,7,0,7,2,1
6262,2019,359,58,24,17,7,9,8,0,5,1,1
7246,2020,359,58,24,20,4,12,8,0,2,1,1
359,2013,360,27,13,6,7,4,1,1,5,1,1
1343,2014,360,27,13,6,7,4,1,1,5,1,1
2327,2015,360,27,13,7,6,4,2,1,5,0,1
3311,2016,360,27,13,9,4,6,2,1,3,0,1
4295,2017,360,27,13,9,4,6,2,1,3,0,1
5279,2018,360,27,13,10,3,7,2,1,2,0,1
6263,2019,360,27,13,12,1,9,2,1,0,0,1
7247,2020,360,27,13,12,1,9,2,1,0,0,1
360,2013,361,32,32,1,31,0,1,0,21,9,1
1344,2014,361,32,32,1,31,0,1,0,21,9,1
2328,2015,361,32,32,2,30,0,2,0,21,8,1
3312,2016,361,32,32,2,30,0,2,0,21,8,1
4296,2017,361,32,32,2,30,0,2,0,21,8,1
5280,2018,361,32,32,2,30,0,2,0,21,8,1
6264,2019,361,32,32,2,30,0,2,0,21,8,1
7248,2020,361,32,32,2,30,0,2,0,21,8,1
361,2013,362,29,8,3,5,2,1,0,3,2,0
1345,2014,362,29,8,3,5,2,1,0,3,2,0
2329,2015,362,29,8,3,5,2,1,0,3,2,0
3313,2016,362,29,8,4,4,2,2,0,3,1,0
4297,2017,362,29,8,4,4,2,2,0,3,1,0
5281,2018,362,29,8,5,3,2,3,0,3,0,0
6265,2019,362,29,8,5,3,2,3,0,3,0,0
7249,2020,362,29,8,6,2,3,3,0,2,0,0
362,2013,363,16,13,1,12,0,1,0,8,3,1
1346,2014,363,16,13,1,12,0,1,0,8,3,1
2330,2015,363,16,13,1,12,0,1,0,8,3,1
