,Quizz_ID,Year,Departement,Chapter_ID,Rank_onChapter,Quizz_Type,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Success_Attempts,Failure_Attempts,TruePrct_Succes,Predict_Difficulty,Correct_Difficulty,Prediction/Correct Difficulty
1028,199,2016,Management,11,4,QCM,31,15,9,6,2.07,60.0,9,22,29.58,Difficile,Difficile,Difficile / Difficile
1858,199,2017,Management,11,4,QCM,32,30,17,13,1.07,56.67,17,15,52.39,Difficile,Difficile,Difficile / Difficile
2688,199,2018,Management,11,4,QCM,29,25,15,10,1.16,60.0,15,14,52.7,Difficile,Difficile,Difficile / Difficile
3518,199,2019,Management,11,4,QCM,24,23,12,11,1.04,52.17,12,12,51.17,Difficile,Difficile,Difficile / Difficile
4348,199,2020,Management,11,4,QCM,24,23,19,4,1.04,82.61,19,5,79.36,Difficile,Facile,Difficile / Facile
199,200,2015,Management,11,5,QROC,62,47,36,11,1.32,76.6,36,26,58.05,Facile,Difficile,Facile / Difficile
1029,200,2016,Management,11,5,QROC,56,30,19,11,1.87,63.33,19,37,33.99,Difficile,Difficile,Difficile / Difficile
1859,200,2017,Management,11,5,QROC,63,60,36,24,1.05,60.0,36,27,57.1,Difficile,Difficile,Difficile / Difficile
2689,200,2018,Management,11,5,QROC,62,62,48,14,1.0,77.42,48,14,78.19,Difficile,Facile,Difficile / Facile
3519,200,2019,Management,11,5,QROC,68,56,21,35,1.21,37.5,21,47,30.31,Difficile,Difficile,Difficile / Difficile
4349,200,2020,Management,11,5,QROC,82,55,50,5,1.49,90.91,50,32,60.52,Difficile,Adapte,Difficile / Adapte
200,201,2015,Management,11,6,QCM,27,14,10,4,1.93,71.43,10,17,36.18,Difficile,Difficile,Difficile / Difficile
1030,201,2016,Management,11,6,QCM,27,25,22,3,1.08,88.0,22,5,83.15,Difficile,Facile,Difficile / Facile
1860,201,2017,Management,11,6,QCM,23,21,15,6,1.1,71.43,15,8,66.08,Difficile,Adapte,Difficile / Adapte
2690,201,2018,Management,11,6,QCM,20,14,13,1,1.43,92.86,13,7,63.15,Adapte,Adapte,Adapte / Adapte
3520,201,2019,Management,11,6,QCM,21,14,14,0,1.5,100.0,14,7,67.48,Adapte,Adapte,Adapte / Adapte
4350,201,2020,Management,11,6,QCM,17,13,11,2,1.31,84.62,11,6,64.53,Adapte,Adapte,Adapte / Adapte
201,202,2015,Management,12,1,QCM,34,27,6,21,1.26,22.22,6,28,18.33,Facile,Trop Difficile,Facile / Trop Difficile
1031,202,2016,Management,12,1,QCM,34,33,31,2,1.03,93.94,31,3,91.66,Difficile,Trop Facile,Difficile / Trop Facile
1861,202,2017,Management,12,1,QCM,27,20,15,5,1.35,75.0,15,12,56.97,Difficile,Difficile,Difficile / Difficile
2691,202,2018,Management,12,1,QCM,27,19,13,6,1.42,68.42,13,14,48.72,Difficile,Difficile,Difficile / Difficile
3521,202,2019,Management,12,1,QCM,23,15,11,4,1.53,73.33,11,12,47.89,Difficile,Difficile,Difficile / Difficile
4351,202,2020,Management,12,1,QCM,20,17,15,2,1.18,88.24,15,5,76.7,Difficile,Facile,Difficile / Facile
202,203,2015,Management,12,2,QROC,25,19,5,14,1.32,26.32,5,20,20.07,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1032,203,2016,Management,12,2,QROC,25,24,3,21,1.04,12.5,3,22,12.03,Difficile,Trop Difficile,Difficile / Trop Difficile
1862,203,2017,Management,12,2,QROC,24,20,18,2,1.2,90.0,18,6,76.52,Difficile,Facile,Difficile / Facile
2692,203,2018,Management,12,2,QROC,26,20,18,2,1.3,90.0,18,8,69.64,Difficile,Adapte,Difficile / Adapte
3522,203,2019,Management,12,2,QROC,29,26,21,5,1.12,80.77,21,8,71.22,Adapte,Adapte,Adapte / Adapte
4352,203,2020,Management,12,2,QROC,35,24,22,2,1.46,91.67,22,13,62.07,Adapte,Adapte,Adapte / Adapte
203,204,2015,Management,12,3,QROC,100,72,5,67,1.39,6.94,5,95,4.72,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1033,204,2016,Management,12,3,QROC,115,105,57,48,1.1,54.29,57,58,49.19,Difficile,Difficile,Difficile / Difficile
1863,204,2017,Management,12,3,QROC,96,96,35,61,1.0,36.46,35,61,36.76,Difficile,Difficile,Difficile / Difficile
2693,204,2018,Management,12,3,QROC,90,55,44,11,1.64,80.0,44,46,48.35,Difficile,Difficile,Difficile / Difficile
3523,204,2019,Management,12,3,QROC,90,71,52,19,1.27,73.24,52,38,57.94,Difficile,Difficile,Difficile / Difficile
4353,204,2020,Management,12,3,QROC,96,84,30,54,1.14,35.71,30,66,30.85,Difficile,Difficile,Difficile / Difficile
204,205,2015,Management,12,4,QROC,37,32,26,6,1.16,81.25,26,11,71.35,Adapte,Adapte,Adapte / Adapte
1034,205,2016,Management,12,4,QROC,37,28,28,0,1.32,100.0,28,9,74.8,Adapte,Adapte,Adapte / Adapte
1864,205,2017,Management,12,4,QROC,34,27,23,4,1.26,85.19,23,11,67.57,Adapte,Adapte,Adapte / Adapte
2694,205,2018,Management,12,4,QROC,27,25,20,5,1.08,80.0,20,7,74.25,Adapte,Adapte,Adapte / Adapte
3524,205,2019,Management,12,4,QROC,26,22,17,5,1.18,77.27,17,9,65.5,Adapte,Adapte,Adapte / Adapte
4354,205,2020,Management,12,4,QROC,24,20,17,3,1.2,85.0,17,7,68.86,Adapte,Adapte,Adapte / Adapte
205,206,2015,Management,12,5,QCU,43,35,19,16,1.23,54.29,19,24,44.12,Facile,Difficile,Facile / Difficile
1035,206,2016,Management,12,5,QCU,38,31,31,0,1.23,100.0,31,7,82.42,Difficile,Facile,Difficile / Facile
1865,206,2017,Management,12,5,QCU,43,27,24,3,1.59,88.89,24,19,56.85,Difficile,Difficile,Difficile / Difficile
2695,206,2018,Management,12,5,QCU,45,40,3,37,1.12,7.5,3,42,5.76,Difficile,Trop Difficile,Difficile / Trop Difficile
3525,206,2019,Management,12,5,QCU,38,36,17,19,1.06,47.22,17,21,43.97,Difficile,Difficile,Difficile / Difficile
4355,206,2020,Management,12,5,QCU,39,37,24,13,1.05,64.86,24,15,60.34,Difficile,Adapte,Difficile / Adapte
206,207,2015,Management,12,6,QCU,37,22,16,6,1.68,72.73,16,21,43.96,Difficile,Difficile,Difficile / Difficile
1036,207,2016,Management,12,6,QCU,32,29,15,14,1.1,51.72,15,17,47.59,Difficile,Difficile,Difficile / Difficile
1866,207,2017,Management,12,6,QCU,27,20,12,8,1.35,60.0,12,15,46.17,Difficile,Difficile,Difficile / Difficile
2696,207,2018,Management,12,6,QCU,25,14,6,8,1.79,42.86,6,19,25.59,Difficile,Difficile,Difficile / Difficile
3526,207,2019,Management,12,6,QCU,23,18,10,8,1.28,55.56,10,13,43.46,Difficile,Difficile,Difficile / Difficile
4356,207,2020,Management,12,6,QCU,19,15,8,7,1.27,53.33,8,11,41.94,Difficile,Difficile,Difficile / Difficile
207,208,2015,Management,12,7,QCU,19,16,12,4,1.19,75.0,12,7,64.96,Adapte,Adapte,Adapte / Adapte
1037,208,2016,Management,12,7,QCU,23,20,15,5,1.15,75.0,15,8,64.98,Adapte,Adapte,Adapte / Adapte
1867,208,2017,Management,12,7,QCU,21,19,14,5,1.11,73.68,14,7,67.22,Adapte,Adapte,Adapte / Adapte
2697,208,2018,Management,12,7,QCU,22,16,13,3,1.38,81.25,13,9,60.79,Adapte,Adapte,Adapte / Adapte
3527,208,2019,Management,12,7,QCU,24,20,16,4,1.2,80.0,16,8,66.38,Adapte,Adapte,Adapte / Adapte
4357,208,2020,Management,12,7,QCU,28,25,19,6,1.12,76.0,19,9,69.03,Adapte,Adapte,Adapte / Adapte
208,209,2015,Management,12,8,QCM,21,9,4,5,2.33,44.44,4,17,17.71,Difficile,Trop Difficile,Difficile / Trop Difficile
1038,209,2016,Management,12,8,QCM,17,7,5,2,2.43,71.43,5,12,30.78,Difficile,Difficile,Difficile / Difficile
1868,209,2017,Management,12,8,QCM,14,13,8,5,1.08,61.54,8,6,54.16,Difficile,Difficile,Difficile / Difficile
2698,209,2018,Management,12,8,QCM,13,12,4,8,1.08,33.33,4,9,33.15,Difficile,Difficile,Difficile / Difficile
3528,209,2019,Management,12,8,QCM,12,9,3,6,1.33,33.33,3,9,25.25,Difficile,Difficile,Difficile / Difficile
4358,209,2020,Management,12,8,QCM,14,14,10,4,1.0,71.43,10,4,69.07,Difficile,Adapte,Difficile / Adapte
209,210,2015,Management,12,9,QCU,21,18,1,17,1.17,5.56,1,20,2.44,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1039,210,2016,Management,12,9,QCU,17,11,8,3,1.55,72.73,8,9,44.14,Difficile,Difficile,Difficile / Difficile
1869,210,2017,Management,12,9,QCU,18,15,8,7,1.2,53.33,8,10,45.13,Difficile,Difficile,Difficile / Difficile
2699,210,2018,Management,12,9,QCU,19,18,16,2,1.06,88.89,16,3,82.24,Difficile,Facile,Difficile / Facile
3529,210,2019,Management,12,9,QCU,19,19,10,9,1.0,52.63,10,9,53.5,Difficile,Difficile,Difficile / Difficile
4359,210,2020,Management,12,9,QCU,22,18,8,10,1.22,44.44,8,14,38.38,Difficile,Difficile,Difficile / Difficile
210,211,2015,Management,13,1,QCU,90,74,60,14,1.22,81.08,60,30,67.08,Adapte,Adapte,Adapte / Adapte
1040,211,2016,Management,13,1,QCU,107,99,78,21,1.08,78.79,78,29,72.76,Adapte,Adapte,Adapte / Adapte
1870,211,2017,Management,13,1,QCU,87,58,58,0,1.5,100.0,58,29,66.56,Adapte,Adapte,Adapte / Adapte
2700,211,2018,Management,13,1,QCU,96,81,64,17,1.19,79.01,64,32,66.86,Adapte,Adapte,Adapte / Adapte
3530,211,2019,Management,13,1,QCU,94,79,69,10,1.19,87.34,69,25,73.81,Adapte,Adapte,Adapte / Adapte
4360,211,2020,Management,13,1,QCU,98,87,71,16,1.13,81.61,71,27,72.48,Adapte,Adapte,Adapte / Adapte
211,212,2015,Management,13,2,QCM,67,54,50,4,1.24,92.59,50,17,74.57,Adapte,Adapte,Adapte / Adapte
1041,212,2016,Management,13,2,QCM,55,41,38,3,1.34,92.68,38,17,69.59,Adapte,Adapte,Adapte / Adapte
1871,212,2017,Management,13,2,QCM,63,58,47,11,1.09,81.03,47,16,74.87,Adapte,Adapte,Adapte / Adapte
2701,212,2018,Management,13,2,QCM,73,61,47,14,1.2,77.05,47,26,63.83,Adapte,Adapte,Adapte / Adapte
3531,212,2019,Management,13,2,QCM,66,62,44,18,1.06,70.97,44,22,67.36,Adapte,Adapte,Adapte / Adapte
4361,212,2020,Management,13,2,QCM,75,67,53,14,1.12,79.1,53,22,70.19,Adapte,Adapte,Adapte / Adapte
212,213,2015,Management,13,3,QCM,45,37,7,30,1.22,18.92,7,38,15.43,Facile,Trop Difficile,Facile / Trop Difficile
1042,213,2016,Management,13,3,QCM,50,49,47,2,1.02,95.92,47,3,94.69,Difficile,Trop Facile,Difficile / Trop Facile
1872,213,2017,Management,13,3,QCM,46,15,12,3,3.07,80.0,12,34,26.96,Difficile,Difficile,Difficile / Difficile
2702,213,2018,Management,13,3,QCM,41,18,11,7,2.28,61.11,11,30,26.87,Difficile,Difficile,Difficile / Difficile
3532,213,2019,Management,13,3,QCM,46,40,20,20,1.15,50.0,20,26,42.8,Difficile,Difficile,Difficile / Difficile
4362,213,2020,Management,13,3,QCM,44,25,21,4,1.76,84.0,21,23,48.08,Difficile,Difficile,Difficile / Difficile
213,214,2015,Management,13,4,QCM,31,23,23,0,1.35,100.0,23,8,73.81,Difficile,Adapte,Difficile / Adapte
1043,214,2016,Management,13,4,QCM,28,27,19,8,1.04,70.37,19,9,66.44,Adapte,Adapte,Adapte / Adapte
1873,214,2017,Management,13,4,QCM,27,21,17,4,1.29,80.95,17,10,62.76,Adapte,Adapte,Adapte / Adapte
2703,214,2018,Management,13,4,QCM,27,25,16,9,1.08,64.0,16,11,61.0,Adapte,Adapte,Adapte / Adapte
3533,214,2019,Management,13,4,QCM,27,22,18,4,1.23,81.82,18,9,68.28,Adapte,Adapte,Adapte / Adapte
4363,214,2020,Management,13,4,QCM,27,21,20,1,1.29,95.24,20,7,74.82,Adapte,Adapte,Adapte / Adapte
214,215,2015,Management,13,5,QROC,9,4,4,0,2.25,100.0,4,5,44.91,Difficile,Difficile,Difficile / Difficile
1044,215,2016,Management,13,5,QROC,10,8,5,3,1.25,62.5,5,5,46.4,Difficile,Difficile,Difficile / Difficile
1874,215,2017,Management,13,5,QROC,9,7,7,0,1.29,100.0,7,2,80.93,Difficile,Facile,Difficile / Facile
2704,215,2018,Management,13,5,QROC,7,4,3,1,1.75,75.0,3,4,48.51,Difficile,Difficile,Difficile / Difficile
3534,215,2019,Management,13,5,QROC,8,5,4,1,1.6,80.0,4,4,52.42,Difficile,Difficile,Difficile / Difficile
4364,215,2020,Management,13,5,QROC,10,7,4,3,1.43,57.14,4,6,37.06,Difficile,Difficile,Difficile / Difficile
215,216,2015,Management,13,6,QCU,7,6,3,3,1.17,50.0,3,4,36.19,Difficile,Difficile,Difficile / Difficile
1045,216,2016,Management,13,6,QCU,8,4,4,0,2.0,100.0,4,4,52.59,Difficile,Difficile,Difficile / Difficile
1875,216,2017,Management,13,6,QCU,7,5,4,1,1.4,80.0,4,3,50.89,Difficile,Difficile,Difficile / Difficile
2705,216,2018,Management,13,6,QCU,8,4,3,1,2.0,75.0,3,5,32.71,Difficile,Difficile,Difficile / Difficile
3535,216,2019,Management,13,6,QCU,10,5,0,5,2.0,0.0,0,10,2.54,Difficile,Trop Difficile,Difficile / Trop Difficile
4365,216,2020,Management,13,6,QCU,9,6,5,1,1.5,83.33,5,4,57.07,Difficile,Difficile,Difficile / Difficile
216,217,2015,Management,14,1,QCM,39,39,38,1,1.0,97.44,38,1,98.45,Trop Difficile,Trop Facile,Trop Difficile / Trop Facile
1046,217,2016,Management,14,1,QCM,32,31,29,2,1.03,93.55,29,3,90.66,Difficile,Trop Facile,Difficile / Trop Facile
1876,217,2017,Management,14,1,QCM,34,28,15,13,1.21,53.57,15,19,42.68,Difficile,Difficile,Difficile / Difficile
2706,217,2018,Management,14,1,QCM,32,32,26,6,1.0,81.25,26,6,81.89,Difficile,Facile,Difficile / Facile
3536,217,2019,Management,14,1,QCM,29,13,9,4,2.23,69.23,9,20,32.65,Difficile,Difficile,Difficile / Difficile
4366,217,2020,Management,14,1,QCM,23,17,11,6,1.35,64.71,11,12,47.58,Difficile,Difficile,Difficile / Difficile
217,218,2015,Management,14,2,QCU,34,32,4,28,1.06,12.5,4,30,12.31,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1047,218,2016,Management,14,2,QCU,35,34,13,21,1.03,38.24,13,22,38.06,Difficile,Difficile,Difficile / Difficile
1877,218,2017,Management,14,2,QCU,33,29,9,20,1.14,31.03,9,24,28.44,Difficile,Difficile,Difficile / Difficile
2707,218,2018,Management,14,2,QCU,30,29,25,4,1.03,86.21,25,5,81.72,Difficile,Facile,Difficile / Facile
3537,218,2019,Management,14,2,QCU,25,15,12,3,1.67,80.0,12,13,49.85,Difficile,Difficile,Difficile / Difficile
4367,218,2020,Management,14,2,QCU,30,27,24,3,1.11,88.89,24,6,79.96,Difficile,Facile,Difficile / Facile
218,219,2015,Management,14,3,QO,67,48,27,21,1.4,56.25,27,40,40.96,Difficile,Difficile,Difficile / Difficile
1048,219,2016,Management,14,3,QO,55,39,38,1,1.41,97.44,38,17,69.57,Trop Difficile,Adapte,Trop Difficile / Adapte
1878,219,2017,Management,14,3,QO,58,51,35,16,1.14,68.63,35,23,60.59,Adapte,Adapte,Adapte / Adapte
2708,219,2018,Management,14,3,QO,59,51,42,9,1.16,82.35,42,17,71.75,Adapte,Adapte,Adapte / Adapte
3538,219,2019,Management,14,3,QO,58,45,42,3,1.29,93.33,42,16,72.9,Adapte,Adapte,Adapte / Adapte
4368,219,2020,Management,14,3,QO,65,51,44,7,1.27,86.27,44,21,67.85,Adapte,Adapte,Adapte / Adapte
219,220,2015,Management,14,4,QCU,65,38,8,30,1.71,21.05,8,57,12.65,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1049,220,2016,Management,14,4,QCU,64,50,49,1,1.28,98.0,49,15,76.26,Difficile,Facile,Difficile / Facile
1879,220,2017,Management,14,4,QCU,69,44,4,40,1.57,9.09,4,65,5.25,Difficile,Trop Difficile,Difficile / Trop Difficile
2709,220,2018,Management,14,4,QCU,78,68,62,6,1.15,91.18,62,16,79.9,Difficile,Facile,Difficile / Facile
3539,220,2019,Management,14,4,QCU,73,65,36,29,1.12,55.38,36,37,49.35,Difficile,Difficile,Difficile / Difficile
4369,220,2020,Management,14,4,QCU,80,41,40,1,1.95,97.56,40,40,49.75,Difficile,Difficile,Difficile / Difficile
220,221,2015,Management,14,5,QCU,34,33,27,6,1.03,81.82,27,7,78.07,Facile,Facile,Facile / Facile
1050,221,2016,Management,14,5,QCU,32,28,14,14,1.14,50.0,14,18,43.58,Difficile,Difficile,Difficile / Difficile
1880,221,2017,Management,14,5,QCU,28,17,10,7,1.65,58.82,10,18,37.21,Difficile,Difficile,Difficile / Difficile
2710,221,2018,Management,14,5,QCU,29,22,17,5,1.32,77.27,17,12,60.19,Difficile,Adapte,Difficile / Adapte
3540,221,2019,Management,14,5,QCU,32,24,22,2,1.33,91.67,22,10,68.04,Adapte,Adapte,Adapte / Adapte
4370,221,2020,Management,14,5,QCU,29,22,19,3,1.32,86.36,19,10,65.56,Adapte,Adapte,Adapte / Adapte
221,222,2015,Management,15,1,QCU,45,39,7,32,1.15,17.95,7,38,14.71,Facile,Trop Difficile,Facile / Trop Difficile
1051,222,2016,Management,15,1,QCU,36,32,25,7,1.12,78.12,25,11,70.01,Difficile,Adapte,Difficile / Adapte
1881,222,2017,Management,15,1,QCU,32,27,23,4,1.19,85.19,23,9,70.91,Adapte,Adapte,Adapte / Adapte
2711,222,2018,Management,15,1,QCU,38,36,23,13,1.06,63.89,23,15,60.37,Adapte,Adapte,Adapte / Adapte
3541,222,2019,Management,15,1,QCU,39,38,24,14,1.03,63.16,24,15,60.72,Adapte,Adapte,Adapte / Adapte
4371,222,2020,Management,15,1,QCU,46,46,32,14,1.0,69.57,32,14,69.66,Adapte,Adapte,Adapte / Adapte
222,223,2015,Management,15,2,QCM,27,16,15,1,1.69,93.75,15,12,55.17,Facile,Difficile,Facile / Difficile
1052,223,2016,Management,15,2,QCM,31,30,15,15,1.03,50.0,15,16,46.91,Difficile,Difficile,Difficile / Difficile
1882,223,2017,Management,15,2,QCM,29,22,11,11,1.32,50.0,11,18,39.25,Difficile,Difficile,Difficile / Difficile
2712,223,2018,Management,15,2,QCM,27,19,16,3,1.42,84.21,16,11,58.62,Difficile,Difficile,Difficile / Difficile
3542,223,2019,Management,15,2,QCM,30,23,9,14,1.3,39.13,9,21,30.4,Difficile,Difficile,Difficile / Difficile
4372,223,2020,Management,15,2,QCM,28,18,12,6,1.56,66.67,12,16,42.8,Difficile,Difficile,Difficile / Difficile
223,224,2015,Management,15,3,QCM,70,63,58,5,1.11,92.06,58,12,83.05,Facile,Facile,Facile / Facile
1053,224,2016,Management,15,3,QCM,76,43,37,6,1.77,86.05,37,39,49.22,Difficile,Difficile,Difficile / Difficile
1883,224,2017,Management,15,3,QCM,68,45,19,26,1.51,42.22,19,49,27.66,Difficile,Difficile,Difficile / Difficile
2713,224,2018,Management,15,3,QCM,72,60,58,2,1.2,96.67,58,14,80.17,Difficile,Facile,Difficile / Facile
3543,224,2019,Management,15,3,QCM,63,54,53,1,1.17,98.15,53,10,83.94,Difficile,Facile,Difficile / Facile
4373,224,2020,Management,15,3,QCM,56,55,24,31,1.02,43.64,24,32,43.13,Difficile,Difficile,Difficile / Difficile
224,225,2015,Management,15,4,QCU,36,31,28,3,1.16,90.32,28,8,76.78,Trop Facile,Facile,Trop Facile / Facile
1054,225,2016,Management,15,4,QCU,30,21,14,7,1.43,66.67,14,16,47.39,Difficile,Difficile,Difficile / Difficile
1884,225,2017,Management,15,4,QCU,27,19,14,5,1.42,73.68,14,13,51.52,Difficile,Difficile,Difficile / Difficile
2714,225,2018,Management,15,4,QCU,28,25,23,2,1.12,92.0,23,5,81.05,Difficile,Facile,Difficile / Facile
3544,225,2019,Management,15,4,QCU,29,29,11,18,1.0,37.93,11,18,36.71,Difficile,Difficile,Difficile / Difficile
4374,225,2020,Management,15,4,QCU,32,31,30,1,1.03,96.77,30,2,94.99,Difficile,Trop Facile,Difficile / Trop Facile
225,226,2015,Management,15,5,QCM,88,63,59,4,1.4,93.65,59,29,66.54,Difficile,Adapte,Difficile / Adapte
1055,226,2016,Management,15,5,QCM,98,79,61,18,1.24,77.22,61,37,62.12,Adapte,Adapte,Adapte / Adapte
1885,226,2017,Management,15,5,QCM,87,75,53,22,1.16,70.67,53,34,61.38,Adapte,Adapte,Adapte / Adapte
2715,226,2018,Management,15,5,QCM,78,52,47,5,1.5,90.38,47,31,60.19,Adapte,Adapte,Adapte / Adapte
3545,226,2019,Management,15,5,QCM,69,60,44,16,1.15,73.33,44,25,63.71,Adapte,Adapte,Adapte / Adapte
4375,226,2020,Management,15,5,QCM,63,49,40,9,1.29,81.63,40,23,64.06,Adapte,Adapte,Adapte / Adapte
226,227,2015,Management,15,6,QCU,9,8,8,0,1.12,100.0,8,1,84.45,Facile,Facile,Facile / Facile
1056,227,2016,Management,15,6,QCU,10,6,6,0,1.67,100.0,6,4,55.66,Difficile,Difficile,Difficile / Difficile
1886,227,2017,Management,15,6,QCU,8,6,5,1,1.33,83.33,5,3,63.19,Difficile,Adapte,Difficile / Adapte
2716,227,2018,Management,15,6,QCU,7,6,5,1,1.17,83.33,5,2,74.81,Adapte,Adapte,Adapte / Adapte
3546,227,2019,Management,15,6,QCU,8,7,6,1,1.14,85.71,6,2,74.02,Adapte,Adapte,Adapte / Adapte
4376,227,2020,Management,15,6,QCU,6,4,4,0,1.5,100.0,4,2,63.87,Adapte,Adapte,Adapte / Adapte
227,228,2015,Management,15,7,QCM,15,12,12,0,1.25,100.0,12,3,77.37,Facile,Facile,Facile / Facile
1057,228,2016,Management,15,7,QCM,12,12,12,0,1.0,100.0,12,0,98.46,Difficile,Trop Facile,Difficile / Trop Facile
1887,228,2017,Management,15,7,QCM,12,6,6,0,2.0,100.0,6,6,48.15,Difficile,Difficile,Difficile / Difficile
2717,228,2018,Management,15,7,QCM,12,3,3,0,4.0,100.0,3,9,22.79,Difficile,Trop Difficile,Difficile / Trop Difficile
3547,228,2019,Management,15,7,QCM,10,6,5,1,1.67,83.33,5,5,48.79,Difficile,Difficile,Difficile / Difficile
4377,228,2020,Management,15,7,QCM,11,9,4,5,1.22,44.44,4,7,36.8,Difficile,Difficile,Difficile / Difficile
228,229,2015,Management,16,1,QO,57,55,4,51,1.04,7.27,4,53,6.56,Difficile,Trop Difficile,Difficile / Trop Difficile
1058,229,2016,Management,16,1,QO,59,48,3,45,1.23,6.25,3,56,4.5,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1888,229,2017,Management,16,1,QO,54,44,22,22,1.23,50.0,22,32,41.11,Trop Difficile,Difficile,Trop Difficile / Difficile
2718,229,2018,Management,16,1,QO,48,41,41,0,1.17,100.0,41,7,86.42,Trop Difficile,Trop Facile,Trop Difficile / Trop Facile
3548,229,2019,Management,16,1,QO,39,24,0,24,1.62,0.0,0,39,0.89,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
4378,229,2020,Management,16,1,QO,33,23,7,16,1.43,30.43,7,26,19.95,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
229,230,2015,Management,17,1,QCM,85,80,70,10,1.06,87.5,70,15,82.67,Difficile,Facile,Difficile / Facile
1059,230,2016,Management,17,1,QCM,98,94,92,2,1.04,97.87,92,6,93.8,Difficile,Trop Facile,Difficile / Trop Facile
1889,230,2017,Management,17,1,QCM,110,67,40,27,1.64,59.7,40,70,36.62,Difficile,Difficile,Difficile / Difficile
2719,230,2018,Management,17,1,QCM,110,110,46,64,1.0,41.82,46,64,41.65,Difficile,Difficile,Difficile / Difficile
3549,230,2019,Management,17,1,QCM,97,43,31,12,2.26,72.09,31,66,32.11,Difficile,Difficile,Difficile / Difficile
4379,230,2020,Management,17,1,QCM,100,78,44,34,1.28,56.41,44,56,44.01,Difficile,Difficile,Difficile / Difficile
230,231,2015,Informatique,1,1,QCM,18,18,12,6,1.0,66.67,12,6,65.48,Trop Facile,Adapte,Trop Facile / Adapte
1060,231,2016,Informatique,1,1,QCM,21,17,14,3,1.24,82.35,14,7,68.57,Adapte,Adapte,Adapte / Adapte
1890,231,2017,Informatique,1,1,QCM,18,16,13,3,1.12,81.25,13,5,71.86,Adapte,Adapte,Adapte / Adapte
2720,231,2018,Informatique,1,1,QCM,20,14,12,2,1.43,85.71,12,8,61.34,Adapte,Adapte,Adapte / Adapte
3550,231,2019,Informatique,1,1,QCM,19,18,12,6,1.06,66.67,12,7,62.64,Adapte,Adapte,Adapte / Adapte
4380,231,2020,Informatique,1,1,QCM,18,16,11,5,1.12,68.75,11,7,60.89,Adapte,Adapte,Adapte / Adapte
231,232,2015,Informatique,1,2,QO,34,33,30,3,1.03,90.91,30,4,88.1,Difficile,Trop Facile,Difficile / Trop Facile
1061,232,2016,Informatique,1,2,QO,38,33,2,31,1.15,6.06,2,36,4.78,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1891,232,2017,Informatique,1,2,QO,39,35,4,31,1.11,11.43,4,35,10.11,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
2721,232,2018,Informatique,1,2,QO,47,47,41,6,1.0,87.23,41,6,86.9,Trop Difficile,Trop Facile,Trop Difficile / Trop Facile
3551,232,2019,Informatique,1,2,QO,47,36,8,28,1.31,22.22,8,39,16.82,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
4381,232,2020,Informatique,1,2,QO,38,25,0,25,1.52,0.0,0,38,0.5,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
232,233,2015,Informatique,1,3,QROC,50,36,2,34,1.39,5.56,2,48,4.55,Adapte,Trop Difficile,Adapte / Trop Difficile
1062,233,2016,Informatique,1,3,QROC,60,55,46,9,1.09,83.64,46,14,76.48,Difficile,Facile,Difficile / Facile
1892,233,2017,Informatique,1,3,QROC,52,35,27,8,1.49,77.14,27,25,52.34,Difficile,Difficile,Difficile / Difficile
2722,233,2018,Informatique,1,3,QROC,57,33,33,0,1.73,100.0,33,24,57.59,Difficile,Difficile,Difficile / Difficile
3552,233,2019,Informatique,1,3,QROC,67,53,28,25,1.26,52.83,28,39,41.08,Difficile,Difficile,Difficile / Difficile
4382,233,2020,Informatique,1,3,QROC,65,64,64,0,1.02,100.0,64,1,98.13,Difficile,Trop Facile,Difficile / Trop Facile
233,234,2015,Informatique,1,4,QCU,87,63,58,5,1.38,92.06,58,29,66.26,Trop Difficile,Adapte,Trop Difficile / Adapte
